Cluster Index	Z	x	y	z	
13	6.32	-30	-60	-6
13	6.07	-30	-54	-6
13	4.75	-33	-42	-9
12	5.87	27	-63	-6
12	5.2	24	-48	-9
12	4.34	21	-45	-15
12	4.22	36	-36	-15
11	4.51	48	-18	0
11	4.25	63	-12	0
11	4.25	57	-12	3
11	4.07	63	-12	-6
10	4.46	33	-3	3
10	3.95	24	-9	0
10	3.81	30	-12	9
10	3.57	33	0	12
10	3.44	30	6	0
9	4.65	-54	-6	0
8	4.61	-60	-18	21
8	3.82	-51	-15	18
8	3.75	-63	-18	6
8	3.64	-63	-18	12
7	5.17	48	-75	-12
7	5.14	48	-81	-15
7	3.54	48	-66	-9
6	4.7	21	24	63
5	4.82	36	-57	-21
5	4.05	30	-54	-21
4	4.19	-12	-96	-3
4	4.1	-3	-96	-6
4	3.62	-9	-102	0
4	3.22	-15	-105	3
3	3.87	51	-27	27
3	3.63	60	-24	30
3	3.38	57	-18	33
2	3.8	9	-51	36
1	3.91	15	-102	18
1	3.85	21	-99	12
