Cluster Index	Z	x	y	z	
18	5.09	-21	-96	-9
18	4.77	-21	-96	9
18	4.49	-21	-93	-15
18	4.39	-24	-90	6
18	4.37	-30	-87	-12
18	4.29	-33	-93	-6
17	5.96	-33	-48	-18
17	5.46	-45	-54	-6
17	5.43	-42	-72	-15
17	5.3	-51	-72	-9
16	5.09	-45	-6	48
16	5.01	-39	-21	48
16	4.6	-45	-18	60
16	4.55	-30	-33	69
16	4.46	-36	-27	60
16	4.46	-27	-30	60
15	5.46	3	-15	66
15	4.82	-15	-15	66
15	3.84	9	3	54
15	3.82	-6	-3	57
15	3.75	0	-15	57
15	3.52	-6	-18	48
14	5.6	-30	-72	30
13	5.22	27	-57	51
13	3.61	27	-51	42
12	5.8	33	-72	24
12	3.25	30	-78	36
11	5.23	42	-3	48
11	4.06	36	-12	51
10	4.89	-48	-15	12
10	4.01	-45	-27	18
10	3.84	-51	-33	21
10	3.54	-60	-30	18
9	4.18	36	9	42
9	4.03	36	3	30
9	3.37	33	9	51
8	5.03	54	-36	-18
8	3.97	54	-45	-24
7	4.15	45	-72	-15
7	3.78	48	-66	-3
7	3.67	42	-69	-6
7	3.67	48	-72	-6
6	5.25	-24	-54	48
6	3.48	-33	-63	66
5	4.6	-36	18	27
5	4.22	-45	12	33
4	5.79	-33	-39	45
3	4.29	48	-36	48
2	4.23	48	-54	-18
1	4.64	6	69	6
1	3.55	0	66	12
