Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
16	2477	6.39e-37	36.2	6.57	38	10	32	32.6	16.1	31.2	777	31	17	41	177
15	1007	1.57e-19	18.8	6.48	49	28	18	31.7	23.2	16.2	693	32	16	21	161
14	315	5.96e-08	7.22	5.07	31	34	34	32.3	37	34.8	801	32	34	35	227
13	262	5.36e-07	6.27	5.69	47	50	24	45.8	49.1	25.3	686	48	50	24	218
12	232	2.5e-06	5.6	4.82	17	33	47	18.4	35.8	48.3	474	19	31	49	187
11	219	5.01e-06	5.3	4.64	28	37	30	32.1	39.3	28.3	450	29	39	29	212
10	199	1.48e-05	4.83	4.69	51	36	24	51.1	32.7	26.4	329	51	36	25	160
9	190	2.45e-05	4.61	4.39	34	50	41	32.8	49.6	40.3	473	33	50	39	217
8	179	4.57e-05	4.34	5.37	39	59	20	41.1	58.9	19.5	312	41	57	18	148
7	148	0.000286	3.54	3.9	21	48	30	19.3	48.5	26.5	403	17	47	24	196
6	134	0.000682	3.17	4.72	45	63	32	47.8	57.1	30.7	344	49	57	30	177
5	113	0.00266	2.57	4.2	50	47	39	48.6	46.4	40.4	445	47	46	38	196
4	96	0.00853	2.07	4.67	14	29	27	12.9	29.1	27.6	451	13	29	27	175
3	89	0.014	1.85	3.69	23	56	19	24.2	54.8	18.4	265	23	54	17	156
2	83	0.0217	1.66	3.91	53	39	32	51.4	38.7	34.6	242	53	39	33	152
1	83	0.0217	1.66	4.05	41	25	7	39.2	23.7	9	212	38	24	11	139
