Cluster Index	Z	x	y	z	
7	6.54	37	41	51
7	6.52	29	44	43
7	6.42	25	38	50
7	6.34	37	45	50
7	6.33	22	35	44
7	6.18	20	34	45
6	7.77	40	11	22
6	6.75	24	10	30
6	6.68	22	12	28
6	6.38	30	10	26
6	5.86	38	11	32
6	5.71	40	11	30
5	5.14	15	45	27
5	5.09	13	46	27
5	4.73	16	44	29
5	4.38	29	39	26
5	4.22	20	44	29
5	3.71	24	47	26
4	5.16	40	29	20
4	5.07	40	26	20
4	4.4	42	27	17
4	4.2	35	24	22
4	4.2	46	28	16
4	3.33	37	26	17
3	5.53	53	47	30
3	4.25	43	49	30
3	4.12	48	46	26
3	3.69	43	54	26
3	3.6	42	54	24
3	3.48	38	54	28
2	3.83	50	26	29
2	3.31	55	28	29
2	3.1	52	30	26
2	2.88	52	23	28
2	2.74	52	31	29
1	4.95	49	29	35
1	4.72	54	31	37
1	3.36	52	30	33
1	2.86	49	34	36
1	2.51	55	32	33
