Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
10	892	6.89e-18	17.2	4.74	38	57	45	29.1	54.4	42.5	552	24	54	46	170
9	568	8.08e-13	12.1	4.79	34	21	24	34.4	19	20.7	311	34	21	24	128
8	480	2.76e-11	10.6	4.4	13	44	27	15.8	54.6	25.2	323	14	53	24	148
7	213	6.91e-06	5.16	3.93	13	22	39	15.8	23.7	35.9	350	14	22	36	153
6	203	1.19e-05	4.93	4.93	50	39	45	43.5	32.2	46.5	295	40	29	51	108
5	160	0.000139	3.86	4.09	13	35	16	11.4	35.3	18.9	208	10	35	24	85.8
4	100	0.00645	2.19	3.94	56	41	20	54.7	42.7	18.9	216	54	40	18	100
3	92	0.0113	1.95	3.6	15	27	43	16.3	25.3	42.9	333	18	24	45	169
2	80	0.027	1.57	3.65	40	64	36	39.7	64.8	31.6	251	36	66	29	140
1	76	0.0364	1.44	3.78	20	20	13	21.2	18.8	13	207	21	19	14	125
