Cluster Index	Z	x	y	z	
12	9.28	30	-90	-6
12	8.8	39	-84	0
12	8.53	42	-63	-15
12	7.68	24	-81	-12
12	6.76	48	-75	3
12	6.29	-6	-90	-12
11	6.19	-51	27	-27
11	5.88	-45	18	-39
11	5.7	-57	12	-33
11	5.64	-51	6	-27
11	5.36	-42	18	-30
11	5.24	-15	3	-12
10	8.69	-39	-72	-15
10	8.14	-39	-87	-12
10	6.29	-36	-48	-21
10	6.14	-24	-81	-18
10	6.07	-54	-72	-9
10	5.35	-42	-54	-12
9	6.54	48	15	-33
9	6.06	54	3	-30
9	5.72	45	-12	-39
9	5.09	51	15	-24
9	4.99	33	9	-33
9	4.76	48	0	-39
8	5.68	-39	6	27
8	5.34	-45	3	30
8	4.76	-30	-9	51
8	4.43	-36	-6	48
8	3.58	-48	0	21
8	3.36	-48	18	21
7	7.59	-27	-69	33
7	5.57	-30	-57	45
7	3.17	-51	-36	39
6	4.62	-3	-39	-54
6	4.54	3	-57	-48
6	4.16	3	-60	-42
6	3.6	6	-33	-45
6	3.34	24	-57	-42
6	3.23	12	-15	-36
5	7.35	39	-6	48
5	6.72	42	6	27
5	5.75	42	-3	39
5	3.58	36	18	30
5	3.25	39	15	36
5	2.86	39	3	60
4	4.49	-6	-6	12
4	3.96	9	3	15
4	3.76	6	0	6
4	3.2	3	0	12
4	3	3	-18	-6
4	2.96	9	-9	-3
3	4.71	24	-81	-57
3	4.49	48	-66	-54
3	4.15	39	-78	-60
3	4.03	30	-69	-54
3	4.01	24	-75	-63
3	3.72	9	-90	-48
2	4.95	3	60	15
2	3.2	6	54	27
2	3.01	9	48	27
2	3.01	-12	60	24
2	2.88	-9	54	21
2	2.83	-24	57	27
1	4.87	-21	-99	6
1	4.56	-21	-96	-9
1	3.89	-18	-99	-3
1	3.51	-30	-105	6
1	2.72	-24	-108	6
