Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)	COPE-MAX	COPE-MAX X (mm)	COPE-MAX Y (mm)	COPE-MAX Z (mm)	COPE-MEAN
8	3409	1.71e-43	42.8	7.25	-27	-48	-15	-20.7	-56.6	-7.87	1.07e+03	-6	-42	-75	79
7	2273	8.03e-33	32.1	5.25	0	-6	51	-0.625	-26.5	35.4	321	-3	12	3	61.2
6	328	5.96e-08	7.22	6.15	63	-6	21	64.2	2.07	-1.53	147	63	-3	21	60.8
5	149	0.000508	3.29	4.29	18	-45	-36	33.4	-44	-39.7	146	48	-48	-45	73.5
4	112	0.00472	2.33	4.92	42	42	-21	31.7	56.8	-11	183	42	60	0	89.8
3	103	0.0084	2.08	5.35	-54	9	48	-39.3	-2.72	52.1	81.8	-54	6	48	42.8
2	97	0.0124	1.9	4.88	27	-15	3	31.1	-11.4	-2.11	86.4	27	-24	-12	48.2
1	95	0.0142	1.85	3.77	27	-3	-24	28.8	3.37	-26	176	36	15	-24	70.4
