Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
12	2926	6.25e-36	35.2	6.73	18	16	21	36.4	24.6	24.8	639	50	51	26	175
11	1593	1.88e-23	22.7	5.27	32	54	40	31.4	43.5	41.2	723	32	58	40	209
10	1570	3.28e-23	22.5	5.04	19	23	46	14.9	27.9	31.8	643	18	24	45	169
9	886	2.27e-15	14.6	5.67	20	64	31	18.7	56	35	804	20	64	31	242
8	469	1.55e-09	8.81	4.56	23	36	24	28	39	23.2	467	27	43	20	164
7	345	1.79e-07	6.75	4.88	38	66	27	42.9	62.9	28.6	497	47	61	26	238
6	294	1.43e-06	5.84	4.54	21	51	29	19	50.5	25.7	514	17	48	25	222
5	179	0.000267	3.57	4.92	34	30	2	33	27.4	3.56	3.67e+03	34	30	2	764
4	151	0.00112	2.95	4.05	34	36	30	39.3	35.6	25.5	276	40	37	21	151
3	124	0.00488	2.31	4.23	25	33	18	30.6	32.3	16.3	639	33	31	17	171
2	118	0.00685	2.16	4.18	46	57	39	44.7	57.9	38.1	361	43	60	39	210
1	91	0.0339	1.47	3.82	41	28	39	44.1	25.6	40.7	322	41	26	40	169
