Cluster Index	Z	x	y	z	
25	5.87	26	37	33
25	5.24	25	34	29
25	5.22	28	39	29
25	5.16	21	17	41
25	5.1	22	43	29
25	5.05	13	36	29
24	6.94	43	11	25
24	6.66	42	12	19
24	6.6	42	14	16
24	6.28	37	16	20
24	5.97	39	8	27
24	5.87	19	16	18
23	7.22	30	18	46
23	6.47	34	33	35
23	5.64	30	32	34
23	5.21	33	29	31
23	5.18	36	18	42
23	4.97	31	18	43
22	6.4	45	54	32
22	5.6	43	56	40
22	4.08	42	59	40
22	4.01	43	62	31
22	3.69	42	55	43
22	3.38	38	56	38
21	5.23	30	47	42
21	5.21	31	46	40
21	5.2	32	44	41
21	4.9	33	54	37
21	4.86	35	47	43
21	4.62	30	55	33
20	6.24	39	57	19
20	5.01	40	60	21
20	4.78	42	52	24
20	4.74	43	56	21
20	4.62	47	60	20
20	4.48	39	51	24
19	4.69	39	49	47
19	4.59	39	47	44
19	4.49	42	44	47
19	4.4	43	43	44
18	3.86	53	44	30
18	3.85	50	44	29
18	3.82	50	42	29
18	3.64	53	39	29
18	3.58	54	43	27
18	3.56	54	36	30
17	6.15	43	26	39
17	4.74	44	19	43
17	3.91	42	19	45
17	3.69	46	23	43
17	3.56	48	23	44
17	3.28	43	21	46
16	6.12	14	22	12
16	5.29	17	22	13
16	5.16	19	19	13
15	4.61	42	44	30
15	4.37	43	42	29
15	4.19	41	41	30
15	3.68	39	45	29
14	4.5	44	43	21
14	4.42	43	43	24
14	4.34	43	46	25
14	4.15	42	41	25
13	4.49	49	47	37
13	4.34	50	49	38
12	5.09	38	66	30
12	4.52	36	69	32
12	3.55	43	67	30
11	5.57	46	20	12
11	5.32	49	22	11
10	5.17	48	16	30
10	4.63	46	14	30
10	4.29	45	19	32
10	3.75	45	12	29
9	5.26	21	42	42
8	5.48	17	54	33
7	4.74	22	14	28
6	4.22	21	17	10
6	4.13	24	15	11
6	4.02	24	13	13
6	4	21	16	8
5	4.37	28	42	48
5	3.67	25	43	49
4	4.65	23	45	45
4	4.13	25	47	44
3	4.81	30	20	12
3	4.72	32	22	11
2	4.55	35	42	46
1	5.15	32	49	16
1	5.07	33	47	16
