Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
13	128	5.96e-08	7.22	5.77	41	11	25	39.9	10.4	23.8	455	42	11	25	160
12	109	2.98e-07	6.53	4.7	26	12	20	23.6	12.2	20.6	596	24	14	18	230
11	77	1.36e-05	4.87	4.79	15	32	33	13.5	31.7	32.4	359	11	31	33	186
10	55	0.000276	3.56	4.32	44	25	31	46.6	29.6	33	146	48	33	33	91.7
9	47	0.000906	3.04	4.65	26	44	21	24.1	44.3	21	296	26	44	21	151
8	45	0.00123	2.91	4.24	53	34	30	53.4	34	28.8	240	53	34	30	139
7	40	0.00271	2.57	4.71	47	20	16	47.8	21.1	16.9	258	47	19	17	122
6	38	0.00375	2.43	4.21	36	68	30	35.8	66.7	30.9	353	36	68	31	171
5	37	0.00443	2.35	3.95	39	44	21	40.1	44.3	20.6	231	39	45	18	145
4	32	0.0103	1.99	4.28	42	14	16	42.2	14	17.7	401	42	14	19	202
3	29	0.0174	1.76	4.15	49	49	24	47.8	51	23.8	334	49	50	24	188
2	26	0.03	1.52	4.22	48	19	37	47.6	18.8	37	141	47	18	37	93.1
1	25	0.036	1.44	5.6	47	16	21	46.2	16.7	20.9	270	46	16	21	179
