Cluster Index	Z	x	y	z	
8	4.8	52	24	37
8	4.63	48	27	35
8	4.54	30	27	38
8	4.45	45	24	36
8	4.37	33	22	38
8	4.19	48	28	39
7	5.55	11	24	35
7	5.55	12	26	34
7	4.66	13	29	40
7	4.39	11	23	38
7	4.21	16	25	43
7	4.21	12	26	29
6	3.87	19	45	46
6	3.71	17	48	45
6	3.48	17	47	41
6	3.29	18	47	43
6	3.25	21	50	46
6	3.2	26	55	45
5	5.11	49	20	21
5	4.61	51	21	23
5	4.6	47	18	20
5	3.89	51	15	26
5	3.77	50	17	26
5	3.59	51	21	27
4	4.65	45	69	11
4	4.29	39	69	10
3	3.93	49	52	34
3	3.49	50	51	28
3	3.17	46	51	32
3	3.13	49	52	24
3	3.1	48	52	31
3	2.67	46	53	25
2	3.91	17	68	11
2	3.84	23	68	11
2	3.22	25	65	12
1	4.3	20	43	5
1	3.41	18	46	1
