Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
13	339	3.88e-15	14.4	6.24	27	7	26	23.6	11.8	26.1	662	30	9	26	179
12	249	3.67e-12	11.4	5.91	9	28	22	12.3	36.4	18.5	248	15	33	16	85.2
11	188	6.19e-10	9.21	5.5	14	55	23	14.5	53.8	24.5	353	19	52	19	181
10	81	2.71e-05	4.57	4.82	30	14	12	29.5	12.9	14.3	253	29	13	13	129
9	63	0.000242	3.62	4.42	37	7	27	38.4	9.35	23.2	470	39	11	21	176
8	63	0.000242	3.62	4.72	25	55	24	27.2	55.9	27	209	26	55	24	114
7	57	0.000525	3.28	4.96	46	30	20	46.9	29.1	19.6	315	48	26	18	193
6	52	0.00102	2.99	4.42	45	45	12	45.4	47.1	13.5	416	45	52	16	153
5	42	0.00415	2.38	4.03	13	40	36	15.2	39.4	36.4	275	13	41	36	131
4	39	0.00644	2.19	4.08	18	63	24	16.8	60.7	26.8	289	17	62	25	179
3	38	0.00748	2.13	4.34	46	29	32	45.8	28.7	32	130	47	29	32	67
2	30	0.0259	1.59	4.12	15	29	38	15.5	28.4	36.8	106	14	26	34	71.5
1	28	0.0357	1.45	4.46	31	17	23	31.8	15.4	23.7	413	32	17	24	272
