Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
12	368	4.88e-16	15.3	6.76	30	8	25	24.3	11.2	25.5	514	30	9	26	137
11	323	1.25e-14	13.9	6.27	9	28	22	13.6	36	18.5	163	15	33	16	57.1
10	226	2.4e-11	10.6	5.86	13	20	21	17.2	22.3	25.4	317	16	24	19	77.4
9	220	3.96e-11	10.4	6.08	30	15	11	29.9	16.4	15	331	32	19	25	106
8	169	3.41e-09	8.47	6.53	49	28	13	46.9	22.6	11.2	144	47	28	8	74.9
7	120	3.58e-07	6.45	5.17	48	29	20	46.9	28.3	19.2	250	47	21	19	125
6	69	0.000114	3.94	4.48	47	30	32	45.1	28	32.6	81.5	47	29	32	39.6
5	61	0.000312	3.51	5.65	25	55	24	25.8	54.8	25.6	164	26	55	24	86.1
4	41	0.0048	2.32	4.28	26	31	38	26.4	29.7	37	60.3	27	29	35	38.1
3	31	0.022	1.66	4.46	39	55	23	39.2	55.6	24.4	83.1	38	55	23	60.7
2	31	0.022	1.66	3.89	45	47	14	44.2	44.1	14.7	81.7	45	48	14	54.2
1	29	0.0304	1.52	4.02	17	54	20	15	53.9	22.6	182	17	54	20	113
