Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
12	121	3.58e-07	6.45	5.2	30	14	10	29.7	14.2	16.7	515	31	20	25	214
11	107	1.49e-06	5.83	4.62	13	41	16	15.3	43.5	16.7	439	17	49	14	165
10	69	0.000114	3.94	4.14	43	15	12	41.6	14.1	12.9	241	41	15	11	155
9	57	0.000525	3.28	5.69	26	54	25	25.8	54.8	24.7	361	26	54	25	208
8	50	0.00134	2.87	4.29	38	55	24	38.2	54.1	23.8	391	34	50	22	174
7	49	0.00154	2.81	5.66	9	28	22	10.7	32.5	20.3	193	14	31	20	104
6	40	0.00556	2.26	5.49	16	33	16	15.3	32.8	16.6	427	16	29	17	202
5	40	0.00556	2.26	4.81	46	48	14	45.6	49.1	14.5	577	45	52	16	261
4	37	0.00869	2.06	4.34	16	53	17	19.2	52.3	17.1	659	19	51	15	396
3	34	0.0138	1.86	4.31	30	44	22	31.6	45.8	22.3	913	32	44	21	464
2	33	0.0161	1.79	5.47	30	8	25	29.3	8.61	25.9	815	30	9	26	397
1	29	0.0304	1.52	4.51	17	63	26	17.4	63.6	25.7	420	17	62	25	250
