Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
10	150	2e-08	7.7	4.11	40	15	11	32.3	12.9	13.8	175	35	13	13	79.6
9	109	1.19e-06	5.92	5.34	47	48	13	47.2	48.5	13.6	277	45	52	16	115
8	97	4.41e-06	5.36	4.78	52	41	17	50.6	40.9	18.6	165	52	40	22	87.6
7	88	1.21e-05	4.92	5.22	15	46	16	15.9	47	15.8	208	13	49	19	106
6	63	0.000242	3.62	4.37	16	53	17	16.9	53.2	20.4	282	21	50	16	152
5	63	0.000242	3.62	4.87	13	38	18	13.8	37.1	16.3	169	16	29	17	68.3
4	49	0.00154	2.81	3.71	35	51	23	35.9	51	22.4	337	33	51	20	142
3	43	0.00359	2.44	4.06	47	30	26	49.6	30.5	25.4	201	50	30	27	107
2	40	0.00556	2.26	3.94	41	42	14	43	40.5	15	242	38	43	17	82.8
1	29	0.0304	1.52	4.92	36	69	27	36.2	67.6	25.9	295	36	68	27	181
