Cluster Index	Z	x	y	z	
8	4.96	26	13	21
8	4.87	17	16	22
8	4.56	17	27	24
8	4.44	23	10	22
8	4.4	17	28	21
8	4.31	15	17	23
7	5.09	40	13	25
7	4.69	38	14	23
7	4.53	38	12	22
7	4.42	44	14	21
7	4.39	44	23	20
7	4.11	49	19	21
6	5.63	32	42	48
6	5.42	28	42	49
6	4.42	28	45	52
6	4.19	30	45	44
6	4.09	29	43	52
6	3.57	38	44	52
5	3.56	23	40	30
5	3.44	23	41	27
5	3.4	28	41	30
5	3.38	30	37	27
5	3.33	23	43	27
5	3.24	26	43	31
4	4.67	31	67	24
4	3.86	30	68	27
4	3.63	29	61	22
4	3.56	31	61	23
4	3.47	28	60	19
4	3.03	31	59	26
3	3.88	10	44	32
3	3.57	19	42	31
3	3.54	19	46	30
3	3.31	22	47	30
3	2.74	12	44	35
3	2.56	15	45	29
2	3.7	32	25	30
2	3.43	31	27	31
2	3.1	26	26	32
2	2.96	31	29	27
1	3.71	21	55	19
1	3.46	17	53	22
1	3.21	23	51	19
1	2.97	25	54	21
