Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
15	1282	6.87e-21	20.2	7.06	18	17	23	19.4	22.3	23.2	384	18	16	23	86.5
14	841	2.15e-15	14.7	5.62	44	24	20	42.6	18.2	22.8	222	44	23	19	71.3
13	568	1.7e-11	10.8	6.04	30	42	48	31.4	44.2	45.2	200	31	46	44	73.6
12	546	3.71e-11	10.4	4.33	27	33	28	31.9	35.4	29.6	240	31	30	27	78
11	429	2.85e-09	8.54	5.22	18	42	31	17.5	38.8	38.2	129	18	42	30	59.9
10	202	5.28e-05	4.28	4.7	36	33	24	40.6	35.3	21.1	190	36	33	24	75.7
9	179	0.00017	3.77	4.7	48	46	29	48.6	45.9	30.3	152	50	47	26	57.2
8	171	0.000257	3.59	3.84	34	57	24	31.7	53.7	22.6	293	32	49	22	98.5
7	167	0.000318	3.5	4.32	13	31	41	13.1	33.5	36.6	161	13	30	42	72
6	142	0.00124	2.91	4.22	23	57	40	23.1	52.7	41.9	91.1	23	52	43	58.2
5	136	0.00174	2.76	4.25	53	44	20	50.4	44	18.8	125	46	48	19	55.1
4	134	0.00194	2.71	4.09	21	42	26	24	44.2	26.5	103	28	46	28	57.7
3	100	0.0147	1.83	3.92	44	18	34	44.2	18	36.2	117	43	18	33	59.3
2	95	0.0202	1.7	4.99	31	67	26	30.5	66.7	26.7	242	31	66	25	96.8
1	95	0.0202	1.7	5.1	23	22	42	23.6	21.8	41.3	198	22	21	43	87.1
