Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
16	531	1.95e-24	23.7	5.4	24	24	28	31.3	20.7	31.1	422	28	19	35	178
15	111	5.96e-08	7.22	5.75	27	53	20	29	53.2	19	340	31	50	20	172
14	111	5.96e-08	7.22	4.41	53	39	41	47	35.3	45.8	432	42	35	50	183
13	85	1.61e-06	5.79	5.46	37	25	24	37.7	26.1	24.8	360	37	29	24	201
12	73	8.58e-06	5.07	4	20	31	50	17.6	33.1	47	351	18	31	48	155
11	54	0.000147	3.83	4.53	39	47	45	39	46.9	46.1	187	39	48	48	89.9
10	52	0.000201	3.7	5.19	18	50	11	18.2	49.5	12.8	401	18	49	12	224
9	51	0.000236	3.63	4.64	51	36	20	53.2	35.9	20.5	99.3	50	37	21	60.6
8	44	0.000746	3.13	4.73	48	45	12	48.2	43.8	12.5	166	48	45	12	115
7	40	0.00148	2.83	4.32	43	27	50	42.8	28.2	49	376	42	27	49	209
6	37	0.00251	2.6	4.65	46	20	36	46.4	19.6	37.7	141	46	19	40	90.2
5	33	0.00519	2.29	4.48	42	42	50	42.8	40.6	47.6	172	43	41	48	96
4	33	0.00519	2.29	4.93	51	24	40	49.6	23.9	40.4	275	50	24	41	149
3	25	0.0242	1.62	5.55	39	62	35	38.8	62.1	35.1	231	39	62	35	159
2	23	0.0364	1.44	5.29	53	24	34	51.9	22.4	33.4	152	53	26	34	94
1	22	0.0447	1.35	3.85	23	25	10	24	24	9.18	130	26	23	9	93.2
