filename	acq_time	operator	randstr
anat/sub-1001_T1w.nii.gz	2019-12-17T13:48:42	n/a	8abf0fbf
fmap/sub-1001_magnitude1.nii.gz	2019-12-17T14:04:01	n/a	3f01fef9
fmap/sub-1001_magnitude2.nii.gz	2019-12-17T14:04:01	n/a	3f01fef9
fmap/sub-1001_phasediff.nii.gz	2019-12-17T14:04:01	n/a	4f7c47b2
func/sub-1001_task-MID_run-01_bold.nii.gz	2019-12-17T14:05:49	n/a	feaf63db
func/sub-1001_task-MID_run-01_sbref.nii.gz	2019-12-17T14:05:49	n/a	d542d073
func/sub-1001_task-MID_run-02_bold.nii.gz	2019-12-17T14:14:54	n/a	bb68800d
func/sub-1001_task-MID_run-02_sbref.nii.gz	2019-12-17T14:14:54	n/a	618edf85
func/sub-1001_task-sharedreward_run-01_bold.nii.gz	2019-12-17T14:24:39	n/a	71960a50
func/sub-1001_task-sharedreward_run-01_sbref.nii.gz	2019-12-17T14:24:39	n/a	81382961
func/sub-1001_task-sharedreward_run-02_bold.nii.gz	2019-12-17T14:32:09	n/a	ab8771d1
func/sub-1001_task-sharedreward_run-02_sbref.nii.gz	2019-12-17T14:32:09	n/a	e5a89b3a
func/sub-1001_task-srSocial_run-01_bold.nii.gz	2019-12-17T14:40:34	n/a	3d9d2bfe
func/sub-1001_task-srSocial_run-01_sbref.nii.gz	2019-12-17T14:40:34	n/a	7168935f
func/sub-1001_task-srDoors_run-01_bold.nii.gz	2019-12-17T14:49:59	n/a	8d982c16
func/sub-1001_task-srDoors_run-01_sbref.nii.gz	2019-12-17T14:49:59	n/a	3fc1bd92
