Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
12	400	2.42e-09	8.62	4.63	10	43	22	11.7	40.8	23.9	256	17	47	21	88.1
11	358	1.45e-08	7.84	4.77	31	28	29	31.2	27.2	32.2	285	33	29	28	120
10	334	5.96e-08	7.22	5.33	15	19	41	17.3	22.2	37.8	238	14	23	34	96.5
9	294	2.38e-07	6.62	5.01	56	40	26	52.4	39.2	25.2	147	53	44	22	76.7
8	236	4.17e-06	5.38	4.69	23	41	41	21.2	42.7	46.1	216	23	42	50	81.4
7	225	7.27e-06	5.14	4.84	33	56	19	31.9	60	21.2	319	32	64	22	116
6	176	9.69e-05	4.01	4.28	47	24	34	48.4	24.9	33.9	115	46	22	37	63.8
5	171	0.000128	3.89	5.14	37	15	24	37.4	15.2	23.6	240	37	15	24	120
4	161	0.000224	3.65	4.26	34	42	28	34.6	39.6	27.1	300	32	45	28	107
3	129	0.00147	2.83	3.93	39	13	12	35.8	15.2	11.2	182	43	15	11	78.1
2	125	0.00188	2.73	5.57	15	53	18	13	52	23	226	10	52	30	111
1	115	0.00351	2.45	4.16	51	49	36	46.4	47.2	36.3	168	51	49	37	76.1
