Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
19	1053	3.06e-19	18.5	5.07	36	19	12	36.4	20.5	15	203	46	20	20	76.4
18	697	3.1e-14	13.5	5.87	23	43	43	20.6	40	45.1	240	23	41	50	92.9
17	472	1.29e-10	9.89	5.63	50	28	33	50.9	27.5	31.8	175	53	27	31	84.6
16	454	2.64e-10	9.58	5.87	45	49	35	46.3	48.4	37.1	265	50	50	38	113
15	441	4.47e-10	9.35	5.25	23	24	43	23.3	22.2	42.1	264	25	20	46	114
14	372	7.94e-09	8.1	7.04	14	22	35	14.5	25.2	33.5	418	14	23	34	103
13	361	1.28e-08	7.89	5.7	23	16	21	22.5	16.6	22.4	281	30	11	24	104
12	290	2.98e-07	6.53	4.35	29	58	15	30.2	50.7	22.6	262	31	48	27	115
11	267	8.94e-07	6.05	4.51	13	49	37	16.2	47.8	36.1	301	14	50	37	109
10	255	1.67e-06	5.78	4.48	30	47	42	32	49.8	42.3	299	32	54	46	116
9	202	2.39e-05	4.62	4.43	28	30	28	31.3	30.6	31.5	263	29	32	25	119
8	163	0.0002	3.7	4.56	41	23	41	41.1	22.3	41.9	204	40	20	46	102
7	158	0.000266	3.58	3.47	25	65	32	21.6	63	31	186	28	67	32	93.5
6	121	0.00241	2.62	4.57	29	37	29	29.6	37.5	29	239	32	38	31	107
5	114	0.00374	2.43	4.03	35	35	46	33.2	35.5	44.8	114	34	36	46	66.7
4	101	0.00869	2.06	4.67	40	62	23	40.6	60.1	22.5	119	39	63	23	69.3
3	95	0.013	1.89	5.12	33	34	21	32.2	32.4	20.8	271	28	33	21	121
2	87	0.0223	1.65	4.19	31	42	50	31.1	42.8	50.3	245	31	42	51	137
1	76	0.0482	1.32	4.03	51	42	25	48.8	42.8	24.2	166	47	43	24	94.8
