Cluster Index	Z	x	y	z	
12	4.63	10	43	22
12	4.62	9	41	23
12	4.51	11	48	22
12	4.01	12	40	25
12	3.98	15	40	22
12	3.9	9	40	25
11	4.77	31	28	29
11	4.47	33	29	28
11	4.46	33	29	32
11	4.42	31	26	33
11	4.26	33	24	34
11	4.05	28	30	27
10	5.33	15	19	41
10	5	15	24	32
10	4.89	15	22	35
10	4.87	20	22	45
10	4.02	23	20	46
10	3.9	16	27	30
9	5.01	56	40	26
9	4.31	51	43	18
9	3.98	55	36	29
9	3.94	57	35	26
9	3.86	56	39	31
9	3.82	45	44	26
8	4.69	23	41	41
8	4.37	19	43	45
8	3.93	21	49	46
8	3.86	23	42	50
8	3.56	31	41	48
8	3.45	19	50	46
7	4.84	33	56	19
7	4.65	33	61	22
7	4.38	31	61	23
7	4.03	34	54	20
7	3.3	28	60	23
7	2.8	28	63	24
6	4.28	47	24	34
6	3.93	53	23	29
6	3.69	45	22	37
6	3.64	44	32	34
6	3.57	49	27	31
6	3.43	46	29	34
5	5.14	37	15	24
5	3.5	36	21	19
4	4.26	34	42	28
4	3.45	32	46	28
4	3.36	38	39	28
4	3.25	30	42	27
4	3.23	42	33	24
4	3.17	38	36	25
3	3.93	39	13	12
3	3.71	32	17	12
3	3.67	34	15	10
3	3.44	28	15	10
3	3.41	39	13	15
3	3.39	44	16	11
2	5.57	15	53	18
2	4.02	12	53	31
2	3.95	12	52	26
2	3.28	15	49	13
2	3.14	13	52	21
2	3.03	10	48	30
1	4.16	51	49	36
1	4.11	42	47	36
1	3.66	44	43	38
1	3.41	40	49	36
1	2.91	47	47	35
1	2.78	52	48	40
