Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
10	1470	2e-24	23.7	7.28	38	16	25	31.9	16	23.5	550	38	15	24	179
9	979	2.97e-18	17.5	5.45	44	29	41	35.9	23.7	41.9	459	24	20	42	165
8	248	2.32e-06	5.63	4.7	20	37	50	20.6	36	49.1	446	21	37	50	166
7	197	3.11e-05	4.51	4.67	44	57	29	45.5	57	31.7	283	48	56	33	150
6	138	0.000854	3.07	4.53	44	43	42	42.5	47.1	45.2	283	41	49	47	132
5	105	0.00668	2.18	3.87	21	29	40	19.7	28.2	39.5	178	20	29	39	118
4	95	0.013	1.89	5.02	17	47	39	17.3	46.5	37.8	321	17	46	38	174
3	84	0.0275	1.56	4.75	20	62	32	17.2	58.6	33.6	318	21	63	33	148
2	82	0.0316	1.5	3.9	23	41	43	23.5	43.5	43.2	196	23	41	43	111
1	78	0.0419	1.38	4.9	35	48	42	33.7	47.8	41.9	329	33	46	42	159
