Cluster Index	Z	x	y	z	
9	8.85	37	15	26
9	7.61	19	15	22
9	7.41	39	18	22
9	7.3	24	21	38
9	7.24	40	23	41
9	7.11	22	22	36
8	6.57	44	58	29
8	6.4	45	43	42
8	5.81	46	54	31
8	5.72	48	47	31
8	5.68	33	48	40
8	5.61	31	49	41
7	5.02	23	42	43
7	4.9	23	40	50
7	4.67	18	38	45
7	4.18	28	40	53
7	3.78	22	38	46
7	3.42	23	46	47
6	5.18	19	47	35
6	5.08	17	47	40
6	4.34	15	56	36
6	4.33	14	54	36
6	3.61	12	48	36
6	3.26	12	50	35
5	5.04	36	45	49
5	4.28	35	44	51
5	3.47	31	42	49
4	3.77	20	52	26
4	3.46	20	49	22
4	2.78	15	51	26
3	4.73	19	62	32
3	4.03	18	60	32
3	2.63	18	55	32
2	4.13	22	64	23
2	3.52	23	65	26
2	2.88	23	67	30
2	2.5	18	66	26
1	4.15	39	60	18
1	4.05	36	64	18
1	4.05	41	62	23
1	3.55	34	65	18
1	3.42	39	58	19
