Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
14	901	5.3e-34	33.3	7.65	19	15	22	19.5	19.2	23.1	313	10	31	26	93.7
13	447	5.88e-21	20.2	7.52	45	16	27	44.1	16.7	23.8	248	44	13	24	79.5
12	252	5.3e-14	13.3	5.65	25	50	24	23.9	50	22	244	31	48	27	91.1
11	187	2.63e-11	10.6	7.05	23	21	37	22.5	22.2	38.3	137	24	21	38	52.6
10	72	1.54e-05	4.81	5	24	64	22	24.3	65.7	23	197	22	66	23	88.9
9	68	2.68e-05	4.57	6.75	42	22	36	41.9	22.2	37.3	83.9	42	22	37	42.8
8	64	4.74e-05	4.32	4.63	20	21	6	20.8	16.6	9.41	192	20	21	7	104
7	58	0.000114	3.94	5.23	50	61	28	48.6	60.6	29	121	49	59	25	69.6
6	51	0.000329	3.48	5.38	45	28	19	44.8	28.5	19.2	173	43	28	19	83.5
5	46	0.000724	3.14	5.89	19	48	34	19	47.3	35.1	85.5	17	45	38	55.1
4	42	0.00139	2.86	5.61	22	42	43	21.4	42.1	42.8	59.3	22	42	43	39.8
3	34	0.00545	2.26	4.13	30	22	10	30.5	23	6.02	193	31	24	5	120
2	25	0.0289	1.54	4.42	9	25	26	9.94	24.7	26.9	218	11	25	26	94.8
1	23	0.0427	1.37	4.02	21	26	15	22.7	26.6	15.4	77.4	22	26	15	56.3
