Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
22	5366	0	113	7.84	16	43	44	22.1	35.8	38	346	10	39	28	83.6
21	276	6.16e-15	14.2	5.04	41	20	45	40.9	22.1	45.2	245	41	20	46	89.1
20	227	5.37e-13	12.3	5.59	27	25	14	26	25.4	12.9	142	30	37	17	58.4
19	66	3.56e-05	4.45	4.7	37	49	18	38.1	49.9	18.6	188	36	50	18	107
18	62	6.33e-05	4.2	4.97	46	23	27	45.6	24.1	24.5	57.7	47	24	26	38.8
17	58	0.000114	3.94	5.03	44	52	34	45.3	52.7	34.3	98.9	47	56	33	56.4
16	48	0.000527	3.28	4.16	36	54	24	36.5	55.5	23.1	108	35	53	23	66.9
15	47	0.000617	3.21	6.06	55	44	28	53.9	42.5	29.6	220	55	48	31	91.9
14	46	0.000724	3.14	6.15	21	31	28	22.3	27.8	29	91.5	23	24	29	58.9
13	40	0.00194	2.71	5.89	11	28	31	12.2	27.8	30.3	149	9	28	25	62.6
12	40	0.00194	2.71	4.23	41	32	48	40.9	31.1	49.4	220	40	31	51	87.1
11	34	0.00545	2.26	4.51	16	59	23	14.7	57.9	23.8	207	15	58	23	120
10	33	0.00652	2.19	5.18	39	43	22	38	41.8	21.9	232	38	44	22	137
9	31	0.00935	2.03	6.06	41	45	17	40.9	44.3	17.6	158	42	46	19	97.9
8	30	0.0112	1.95	4.4	28	55	16	29.9	57.2	17.6	125	30	58	18	84.3
7	29	0.0135	1.87	5.12	24	13	19	25.7	12.8	18.8	344	27	13	19	197
6	28	0.0163	1.79	4.74	43	56	38	42.6	56.8	38.5	61.3	44	55	37	41.9
5	27	0.0197	1.71	5.44	37	57	39	38	56.7	38.9	56.9	39	56	39	39.5
4	26	0.0238	1.62	5.37	16	22	7	15.4	22	9.24	190	16	21	8	75.6
3	26	0.0238	1.62	5.41	25	17	29	25.5	17	29.3	70.8	28	16	30	44.9
2	25	0.0289	1.54	5.57	47	25	31	47.5	25.3	30.6	64.1	47	25	31	40.4
1	24	0.0351	1.46	4.4	26	60	24	26.5	60.1	24.8	47.5	27	61	24	35.9
