Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
27	4226	0	96.2	7.77	22	49	22	20.8	31.8	25.9	776	11	30	26	140
26	552	2.9e-24	23.5	7.12	50	61	28	49.1	55.2	31.9	375	52	57	30	143
25	522	2.42e-23	22.6	7.25	50	46	17	46.5	42.9	17.4	394	50	44	13	122
24	297	9.86e-16	15	6.12	48	24	8	40.7	25.9	8.08	438	37	30	5	148
23	254	4.42e-14	13.4	7.22	17	29	9	22.1	26.6	7.39	593	25	30	7	224
22	205	4.42e-12	11.4	7.42	56	33	21	54.8	32.2	23.6	269	54	28	25	116
21	205	4.42e-12	11.4	6.5	31	23	19	27.4	23.6	17.3	175	34	26	21	91.9
20	153	8.98e-10	9.05	8.77	25	64	21	24.7	66	23.7	585	22	66	23	197
19	125	2.02e-08	7.7	5.72	33	44	30	33	42.1	29	499	31	44	30	212
18	100	4.17e-07	6.38	8.3	30	15	44	29	22	41.2	267	34	24	41	105
17	85	2.68e-06	5.57	5.25	33	64	31	34	63	32	216	32	65	31	108
16	71	1.76e-05	4.75	7.73	28	18	7	28.9	18.2	8.17	459	28	18	8	196
15	70	2.03e-05	4.69	5.41	19	41	41	19.4	41.2	41.6	101	14	45	37	56.5
14	54	0.000208	3.68	4.94	41	18	40	40.4	20.6	39.6	148	41	19	40	82.3
13	48	0.000527	3.28	5.46	54	31	31	52.2	32.1	33.1	206	54	31	31	91
12	39	0.0023	2.64	4.73	39	22	16	37.7	21.7	16.5	94.7	38	22	16	69.7
11	36	0.00384	2.42	5.58	47	39	43	46.5	38.2	42.2	145	46	38	42	90.3
10	33	0.00652	2.19	4.37	47	20	23	47.4	20.4	23	154	48	18	23	103
9	33	0.00652	2.19	5.88	34	59	18	34.6	57.9	18.4	290	34	58	17	134
8	30	0.0112	1.95	4.68	18	44	34	17	44	33.5	90.4	15	45	30	67
7	30	0.0112	1.95	5.66	26	69	31	25.5	68.4	31.9	215	26	69	31	111
6	29	0.0135	1.87	4.37	47	20	35	46.4	21.8	34.7	82.1	48	22	33	56.9
5	26	0.0238	1.62	5.11	22	25	38	20.9	23.8	38.5	90.6	20	23	40	63.3
4	26	0.0238	1.62	4.35	36	36	14	36.1	36.1	13.9	119	35	36	13	86.3
3	23	0.0427	1.37	4.05	36	39	51	35.3	39	48.8	126	36	39	51	74
2	23	0.0427	1.37	4.85	42	29	44	42.2	29	45.2	92.4	42	29	46	65.6
1	23	0.0427	1.37	5.19	56	32	36	55.4	30	35.4	112	54	29	35	59.2
