Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
13	780	8.46e-31	30.1	6.99	14	51	14	18.6	43.6	17.9	344	22	49	21	124
12	264	1.79e-14	13.7	5.32	48	45	19	47.6	44	16.6	307	49	43	13	112
11	254	4.42e-14	13.4	6.14	29	22	25	30.5	22.7	22.8	264	32	21	27	106
10	109	1.19e-07	6.92	6.2	22	68	24	24.1	66	23.4	379	22	66	23	147
9	94	8.34e-07	6.08	5.51	10	25	35	10.6	24.5	30.7	346	11	25	26	103
8	73	1.34e-05	4.87	5.64	30	30	9	32.6	28.4	8.65	230	34	26	8	122
7	64	4.74e-05	4.32	6.81	16	18	30	16.3	18.6	30.4	142	15	17	29	73.8
6	64	4.74e-05	4.32	5.72	19	21	21	19.3	19.4	20.5	371	24	20	21	180
5	63	5.47e-05	4.26	4.52	28	24	37	26.6	24.8	38.8	113	29	26	40	58.6
4	58	0.000114	3.94	5.89	14	55	38	12.7	54.1	36.4	153	12	55	31	86.2
3	51	0.000329	3.48	5.09	41	37	16	42.9	37.1	17.6	193	41	36	17	95.2
2	30	0.0112	1.95	4.99	50	61	28	50.6	59.5	29.4	170	51	58	30	120
1	29	0.0135	1.87	4.34	16	50	33	17.6	49.9	32.9	86.2	16	50	34	59.1
