Cluster Index	Z	x	y	z	
24	12.4	27	-60	-6
24	10.3	-27	-63	-9
24	8.52	-36	-90	15
24	8.43	24	-78	-18
24	7.94	-36	-84	9
24	7.65	27	-69	-18
23	6.4	60	9	-6
23	5.93	69	-21	39
23	5.73	30	-3	66
23	5.67	66	-3	6
23	5.64	66	-15	21
23	5.56	66	3	27
22	6.78	-66	-18	18
22	5.71	-51	-39	54
22	5.58	-66	-27	36
22	5.46	-60	9	-3
22	5.42	-66	-3	15
22	5.19	-57	-36	51
21	7.92	42	-87	15
21	7.11	33	-78	15
21	6.94	33	-84	21
21	5.89	39	-78	9
21	5.75	27	-87	36
21	5.51	36	-81	3
20	5.63	-42	39	18
20	5.21	-42	39	33
20	3.18	-30	36	24
19	4.89	42	42	27
19	4.88	27	48	30
19	4.87	36	42	21
19	4.19	30	54	33
18	4.84	45	-33	63
18	4.77	42	-30	45
18	3.45	60	-18	48
17	4.53	-24	-39	72
17	3.98	-27	-42	66
17	3.97	-24	-27	63
16	4.61	15	-33	45
16	4.43	9	-39	48
16	3.4	3	-18	45
15	5.82	-15	-30	39
15	4.53	-18	-39	42
15	3.18	-9	-42	51
14	4.43	0	-6	57
14	4.01	-9	6	54
14	3.99	-9	6	42
14	3.96	0	3	48
14	3.27	9	0	57
13	4.53	-15	24	-6
13	4.21	-6	12	-3
13	3.78	-12	18	-12
12	4.13	-24	6	63
12	3.72	-33	-6	66
12	3.32	-24	-3	72
11	5.11	-9	-33	81
11	4.69	-24	-24	78
11	4.34	-18	-24	81
10	4.81	-15	-54	-54
9	4.42	24	-42	69
8	4.14	60	-18	-3
8	4.01	69	-21	0
8	3.59	75	-21	0
7	4.79	3	42	27
7	3.37	12	36	21
6	5.02	-30	-54	-60
6	4.19	-30	-66	-60
5	4.2	24	-69	-57
5	3.93	12	-66	-54
5	3.72	18	-75	-51
4	4.79	18	-60	12
3	5.55	-51	3	42
3	4.58	-51	-3	39
2	4.77	51	-69	-30
2	4.17	45	-78	-30
1	3.98	-18	-69	15
1	3.75	-18	-63	21
1	3.29	-24	-66	27
