onsets	durations	trial_type
4.010762	4.011800	AntSmLoss
11.044230	4.010600	AntNeu
20.671580	3.010300	AntLgLoss
27.898480	2.010600	AntLgLoss
36.328350	3.012000	AntLgGain
44.756760	2.010000	AntLgGain
50.781840	3.009700	AntLgGain
56.807220	4.010600	AntLgLoss
64.033130	4.009900	AntNeu
72.459320	4.010200	AntSmLoss
86.885680	3.010800	AntSmGain
95.313440	3.010500	AntSmLoss
104.941600	4.010800	AntSmLoss
118.168800	2.010200	AntLgGain
125.395700	3.010800	AntLgGain
142.223400	3.009700	AntSmGain
148.249600	2.010000	AntLgLoss
154.275600	4.010700	AntSmLoss
161.502200	4.010400	AntLgLoss
168.728400	2.010200	AntNeu
183.155000	3.010100	AntLgLoss
190.380900	2.010200	AntNeu
197.607000	2.010100	AntLgGain
212.034300	2.010100	AntSmGain
221.660100	3.010300	AntNeu
238.487200	4.010200	AntLgGain
245.712600	4.010100	AntSmLoss
252.938400	2.010400	AntSmLoss
258.964400	2.010800	AntNeu
267.392000	3.011200	AntSmGain
274.618500	2.010700	AntLgGain
280.645200	2.009800	AntLgGain
298.672000	4.010400	AntLgLoss
305.697500	4.010400	AntNeu
318.924200	2.010600	AntSmGain
324.950700	2.009600	AntSmGain
334.576700	2.009700	AntSmGain
341.802700	3.010000	AntLgLoss
351.429200	4.010100	AntLgLoss
358.454200	4.010900	AntLgGain
372.882700	3.010000	AntNeu
384.909200	3.010200	AntNeu
392.134600	3.009900	AntSmGain
400.560000	4.010800	AntLgLoss
408.986400	3.010700	AntSmLoss
416.212800	2.009800	AntSmGain
422.238300	3.010000	AntSmGain
433.065200	4.010600	AntSmLoss
440.091100	2.009500	AntNeu
450.916800	4.010900	AntSmLoss
9.022571	1.000000	ConMiss
16.054780	1.000000	ConMiss
24.681880	1.000000	ConHit
30.909040	1.000000	ConHit
40.340350	1.000000	ConHit
47.766730	1.000000	ConMiss
54.791510	1.000000	ConHit
61.817830	1.000000	ConHit
69.043060	1.000000	ConHit
77.469540	1.000000	ConHit
90.896490	1.000000	ConMiss
99.323900	1.000000	ConMiss
109.952400	1.000000	ConMiss
121.179000	1.000000	ConMiss
129.406500	1.000000	ConHit
146.233200	1.000000	ConHit
151.259700	1.000000	ConHit
159.286300	1.000000	ConHit
166.512600	1.000000	ConHit
171.738600	1.000000	ConHit
187.165100	1.000000	ConHit
193.391000	1.000000	ConHit
200.617200	1.000000	ConMiss
215.044500	1.000000	ConHit
225.670400	1.000000	ConMiss
243.497400	1.000000	ConHit
250.722700	1.000000	ConHit
255.948800	1.000000	ConMiss
261.975200	1.000000	ConHit
271.403200	1.000000	ConHit
277.629300	1.000000	ConMiss
283.655000	1.000000	ConHit
303.682400	1.000000	ConHit
310.707900	1.000000	ConHit
321.934800	1.000000	ConMiss
327.960300	1.000000	ConHit
337.586400	1.000000	ConHit
345.812700	1.000000	ConMiss
356.439300	1.000000	ConHit
363.465100	1.000000	ConHit
376.892600	1.000000	ConMiss
388.919500	1.000000	ConMiss
396.144600	1.000000	ConMiss
405.570900	1.000000	ConHit
412.997200	1.000000	ConHit
419.222600	1.000000	ConHit
426.248200	1.000000	ConHit
438.075800	1.000000	ConMiss
443.100600	1.000000	ConMiss
455.927700	1.000000	ConHit
