Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
16	2631	0	65.7	6.34	29	31	27	32.4	18.7	28.3	285	52	25	30	83.4
15	395	3.95e-18	17.4	6.1	45	38	50	45.8	35.9	45.4	184	45	37	48	78.6
14	176	3.35e-10	9.47	4.78	31	61	21	31.6	63.3	27.1	248	33	67	31	125
13	134	2.35e-08	7.63	4.75	10	46	20	11	43.3	20.1	121	10	46	19	61.4
12	110	2.98e-07	6.53	5.95	33	18	7	34.9	16.3	9.24	108	34	19	7	55.5
11	93	2.32e-06	5.63	5.85	25	16	7	22.7	16.1	7.67	82.1	25	17	7	43.3
10	73	2.83e-05	4.55	5	52	46	20	52.2	42.5	21.2	151	52	40	23	83
9	73	2.83e-05	4.55	5.46	38	46	22	39.4	46.2	21.8	143	38	46	22	86.8
8	72	3.22e-05	4.49	4.87	20	49	13	20	48.2	15.2	142	20	49	13	81.9
7	66	7.13e-05	4.15	4.54	33	38	40	32.6	39.3	39.8	104	33	37	41	66.2
6	57	0.000246	3.61	4.62	27	63	39	27.1	62.3	38.3	147	27	62	39	97.8
5	39	0.00363	2.44	5.64	41	39	22	40	38.1	22.3	188	38	36	22	103
4	35	0.00696	2.16	4.89	40	22	29	39.8	23.2	29.2	79.9	39	24	29	54.5
3	31	0.0137	1.86	4.34	18	37	17	16	35.5	17.9	93.1	19	36	17	52.1
2	25	0.0394	1.4	4.2	34	40	53	36.2	39.2	49.9	105	37	39	51	56.5
1	25	0.0394	1.4	4.91	40	26	47	40.6	26.1	47.6	97.9	40	26	48	69.4
