Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
21	460	3.66e-20	19.4	7.96	13	58	20	12.9	43.7	19.7	158	15	51	15	63.1
20	459	3.92e-20	19.4	5.7	18	17	41	14.9	24.6	39.9	207	23	21	46	68.4
19	282	2.67e-14	13.6	5.16	27	54	46	28	54.8	43.6	165	27	53	46	71.5
18	147	6.04e-09	8.22	6.34	49	51	17	49.8	49.2	16.8	129	52	49	17	65.1
17	136	1.9e-08	7.72	4.39	48	36	44	45.7	36.1	45.1	88.9	44	36	46	51
16	117	1.19e-07	6.92	5.29	18	58	35	18.1	57.8	36.4	108	18	59	36	63.3
15	96	1.67e-06	5.78	5.16	41	50	47	40.5	48.4	46.4	123	42	52	45	58
14	79	1.31e-05	4.88	6	9	44	35	8.59	42.9	32.8	113	8	42	33	61.4
13	75	2.19e-05	4.66	5.83	45	30	11	44.8	30.6	12.2	58.7	45	30	12	37.8
12	69	4.79e-05	4.32	4.7	13	27	15	15.7	29	12.2	66.1	15	28	11	37.9
11	56	0.000283	3.55	4.13	48	25	38	48.4	25.3	38.8	147	49	24	40	80.9
10	56	0.000283	3.55	4.46	16	17	17	21	14.2	17.5	56.5	25	14	18	35.2
9	56	0.000283	3.55	4.28	30	32	41	30.6	31.1	42.7	104	32	29	43	59.8
8	49	0.000782	3.11	5.65	21	17	10	22.2	16.3	10.8	69.1	21	17	9	37.6
7	48	0.000907	3.04	4.67	24	37	17	24	36.9	16.3	102	26	38	19	62.3
6	44	0.00166	2.78	4.47	28	46	21	27.3	47.4	20.4	93.9	29	48	18	65.4
5	33	0.00972	2.01	4.15	38	38	24	38.2	38	23.5	172	32	39	24	59.1
4	31	0.0137	1.86	5.25	39	68	27	38.9	67.6	26.7	179	39	68	28	114
3	28	0.023	1.64	4.38	54	42	25	52.8	38.8	23.3	73.1	53	40	23	56
2	27	0.0275	1.56	4.49	16	50	39	15.9	49.4	39.5	123	15	50	40	74
1	25	0.0394	1.4	4.61	31	14	17	30.2	13.9	16.2	37.4	30	15	16	25.4
