Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
19	488	5.21e-21	20.3	5.11	28	21	49	18.7	26.1	44	334	23	22	46	122
18	409	1.41e-18	17.8	6.22	19	59	38	19.5	52.6	40.1	335	16	50	41	121
17	227	2.97e-12	11.5	6.2	15	58	25	17.9	60.9	25.3	327	20	64	30	148
16	203	2.61e-11	10.6	5.51	37	17	43	40.5	22.3	42.5	488	39	19	43	146
15	161	1.46e-09	8.83	6.32	9	32	18	12.6	31.8	20.7	194	14	29	22	76.4
14	117	1.19e-07	6.92	4.92	46	29	47	45.1	29.6	47.2	342	47	29	46	123
13	91	2.98e-06	5.53	5.09	46	13	24	44.2	15.1	25.5	177	45	15	22	87.4
12	78	1.49e-05	4.83	4.36	24	19	37	23.7	18.5	39.6	206	27	18	44	122
11	61	0.000141	3.85	4.49	22	13	31	21.9	13.8	29.7	176	22	14	32	89.6
10	59	0.000186	3.73	5.36	16	22	29	15.7	18.9	28.5	113	16	22	29	68.5
9	59	0.000186	3.73	5.42	52	32	33	52.9	33.7	33.1	124	51	33	34	76.4
8	58	0.000214	3.67	4.69	21	24	20	21.8	22.3	19.5	175	17	24	18	98.9
7	43	0.00194	2.71	5.25	40	47	48	41.3	47.4	47.6	149	42	51	46	85.7
6	40	0.0031	2.51	4.98	47	21	43	47.2	21.6	42.9	163	47	22	43	89.9
5	37	0.00502	2.3	4.63	31	35	51	31.2	33.6	51.5	192	31	35	51	100
4	37	0.00502	2.3	4.31	21	37	51	21.3	35.2	50.3	144	22	35	50	84.3
3	36	0.0059	2.23	3.98	30	58	36	30.4	57.2	38.4	196	31	56	39	124
2	33	0.00972	2.01	5.03	23	44	49	23.9	44.2	49.2	116	23	44	49	71.6
1	25	0.0394	1.4	4.71	19	18	22	18.2	17.9	22.6	171	18	18	22	107
