Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
10	296	4.15e-13	12.4	5.69	54	40	22	53.5	35.8	23.7	259	56	39	28	116
9	211	2.7e-10	9.57	5.58	27	42	19	24.7	46.3	20.2	673	27	42	19	199
8	169	9.14e-09	8.04	4.62	32	59	18	33.1	61.5	24.4	382	31	64	24	176
7	94	1.16e-05	4.94	6	48	50	13	49.2	47.3	13.6	245	48	50	12	122
6	73	0.000117	3.93	4.84	36	42	18	35	45.6	23.3	428	37	44	20	193
5	50	0.00196	2.71	4.05	48	54	19	48.3	51.1	20.1	190	51	48	21	122
4	48	0.00254	2.59	4.92	15	51	16	15.8	48.7	14.6	291	15	51	16	164
3	46	0.00332	2.48	4.64	33	38	19	29.3	36.1	16.7	454	26	35	18	158
2	42	0.00572	2.24	5.09	24	27	13	23.8	26.6	13	107	24	27	13	78.2
1	32	0.0241	1.62	5.67	38	28	7	38.3	26.1	7.2	208	38	28	7	111
