Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
16	677	8.03e-28	27.1	7.93	22	16	12	24.1	14.9	14.1	384	20	16	13	146
15	100	4.17e-07	6.38	5.69	35	69	30	36	67.5	28.3	244	40	66	25	121
14	99	4.77e-07	6.32	5.16	32	58	23	32.3	59.8	23.3	249	32	63	23	96.1
13	75	1.07e-05	4.97	6.78	26	28	19	25.5	28.7	17.1	168	25	28	19	81.2
12	55	0.000186	3.73	5.14	14	57	30	12.7	55.7	31.2	103	14	56	32	62.6
11	51	0.000343	3.46	5.68	31	23	8	31.9	21.6	7.71	245	31	23	8	120
10	51	0.000343	3.46	5.26	13	47	18	14.1	48.4	19.7	147	13	47	24	98.9
9	47	0.000641	3.19	5.13	33	64	33	33.1	63.9	33.7	174	32	64	33	99.6
8	36	0.00396	2.4	5.25	32	21	24	32.4	20.4	23.2	153	33	18	22	93.3
7	30	0.0115	1.94	5.15	48	51	17	47.8	49.6	16.8	191	45	50	20	126
6	29	0.0138	1.86	5.77	56	43	21	53.7	44.2	21.8	157	53	44	23	96.8
5	29	0.0138	1.86	4.44	26	12	26	25.4	12.2	25.8	136	25	11	25	85.2
4	27	0.0201	1.7	4.74	31	61	17	31.5	62.5	18.7	147	32	62	20	99.8
3	27	0.0201	1.7	4.24	17	28	17	17.4	28.6	17	141	17	29	17	95.7
2	25	0.0295	1.53	4.86	19	14	33	20.6	12.5	32.3	137	20	13	32	78.1
1	23	0.0435	1.36	4.82	15	15	27	17.4	16.7	26.9	85.8	16	17	27	47.9
