Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
18	850	6.52e-29	28.2	6.96	36	28	8	32.4	30.9	13	680	29	30	4	169
17	150	1.65e-08	7.78	6.54	27	65	22	34.2	65.9	22.3	548	35	66	22	243
16	128	1.19e-07	6.92	5.49	35	30	21	37	30.1	20.9	399	42	31	19	253
15	123	2.38e-07	6.62	5.7	31	49	21	32.8	46.9	18.4	743	35	50	16	308
14	112	7.75e-07	6.11	7.13	16	25	46	24	27.6	50.5	305	28	29	52	112
13	109	1.01e-06	5.99	5.47	11	39	23	12.5	44	22.2	341	14	48	20	149
12	82	2.1e-05	4.68	7.06	45	54	17	44.5	52	14.7	355	46	52	15	185
11	79	3e-05	4.52	5.91	26	54	45	24.3	54.8	44.2	264	27	55	45	121
10	64	0.000189	3.72	5.92	29	16	8	29.8	16.3	8.9	299	31	17	9	119
9	63	0.000215	3.67	5.96	21	26	5	19.3	27.3	8.46	141	21	25	6	82.4
8	59	0.00036	3.44	5.74	20	51	15	21.9	48	16.2	385	21	51	14	165
7	52	0.000918	3.04	5.73	25	43	51	26.1	40.3	51.3	303	27	37	52	144
6	40	0.00505	2.3	4.68	39	45	16	40.4	44.9	16	258	40	46	19	147
5	40	0.00505	2.3	6.79	39	56	45	39.4	55	44.7	266	41	57	42	138
4	29	0.028	1.55	5.55	39	35	52	39	34.1	51.4	244	37	34	52	106
3	28	0.033	1.48	5.66	52	23	36	51.5	22.3	37.4	97.9	52	23	36	56.8
2	27	0.0389	1.41	5.96	31	50	49	31.1	48.9	48.8	356	32	49	48	174
1	27	0.0389	1.41	5.97	43	34	12	42.9	33.2	13.5	205	43	33	15	121
