Cluster Index	Z	x	y	z	
15	5.67	26	61	38
15	4.57	28	66	37
14	4.89	45	29	25
14	4.34	41	29	25
13	5.46	46	34	36
13	4.31	43	32	38
13	3.78	43	29	35
13	3.32	44	29	33
12	4.95	14	45	21
12	3.58	11	47	19
11	4.6	52	41	22
11	4.26	50	43	21
10	4.56	33	15	9
10	4.28	33	12	12
10	3.85	36	16	11
10	3.54	36	11	14
10	3.52	37	14	10
9	4.41	25	17	8
9	3.79	25	19	6
9	3.63	21	15	8
8	4.1	31	56	16
8	4.08	29	55	18
8	4.06	28	52	18
7	4.51	40	34	43
7	4.42	42	37	44
6	5.09	41	42	38
5	4.64	30	59	22
5	3.87	35	60	21
5	3.79	30	61	24
4	4.37	25	34	38
4	3.87	26	31	35
3	4.27	27	15	10
2	3.89	21	13	17
2	3.82	26	14	15
2	3.79	21	14	15
1	3.96	42	16	15
1	3.8	42	12	18
1	3.76	46	15	17
1	3.74	42	14	18
1	3.22	39	12	17
