Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
15	62	0.000244	3.61	5.67	26	61	38	26.9	61.4	37.4	315	29	66	36	111
14	61	0.000278	3.56	4.89	45	29	25	43.6	29	25.2	204	42	29	25	120
13	60	0.000316	3.5	5.46	46	34	36	44.2	32.2	36.2	88.9	46	34	36	48
12	46	0.00211	2.67	4.95	14	45	21	11.8	44	19.5	144	10	44	19	89
11	45	0.00244	2.61	4.6	52	41	22	51.4	41.2	21.5	195	52	41	22	109
10	42	0.00376	2.42	4.56	33	15	9	34.6	13.9	10.7	263	35	12	12	167
9	36	0.00924	2.03	4.41	25	17	8	23.1	16.9	7.45	151	24	17	8	89.2
8	35	0.0108	1.97	4.1	31	56	16	28.9	55	17.7	416	28	56	19	199
7	33	0.0147	1.83	4.51	40	34	43	41.1	35.5	43.3	74.4	43	37	44	40.7
6	30	0.0238	1.62	5.09	41	42	38	41.3	42.1	38.2	60	42	42	38	40.8
5	30	0.0238	1.62	4.64	30	59	22	30.8	59.8	21.5	287	30	59	21	163
4	28	0.033	1.48	4.37	25	34	38	25.4	33	36.4	63.1	26	31	34	39.7
3	26	0.046	1.34	4.27	27	15	10	27.2	14.9	11.2	238	29	15	12	145
2	26	0.046	1.34	3.89	21	13	17	22.7	14	15.4	129	21	15	15	93.5
1	26	0.046	1.34	3.96	42	16	15	42.6	14.2	17.2	240	42	15	16	133
