Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
17	1535	2.73e-43	42.6	6.44	20	42	42	22.4	50.3	37.6	317	19	59	28	87.2
16	1503	1.13e-42	41.9	6.7	20	29	42	21.3	22.3	27.9	325	32	22	10	84.5
15	524	1.05e-20	20	7.54	40	17	45	43.5	25.6	42.1	324	40	19	43	94.2
14	508	2.9e-20	19.5	6.43	43	14	26	44.8	19.3	24.1	396	45	15	22	111
13	319	1.25e-14	13.9	5.9	44	57	31	44.3	51.7	37.8	213	47	46	44	88.6
12	213	5.65e-11	10.2	5.23	33	54	23	29	54.5	19.2	371	28	56	19	160
11	210	7.3e-11	10.1	6.96	13	33	22	12.8	34.8	21.6	195	18	33	19	76.2
10	150	1.65e-08	7.78	5.86	40	61	21	42.4	61.2	23.2	304	46	62	25	140
9	91	7.45e-06	5.13	4.64	35	42	37	38.1	41.6	38.4	74.8	34	43	37	41.1
8	85	1.48e-05	4.83	5.77	36	36	46	37	36.3	45.9	138	36	38	52	44
7	50	0.00121	2.92	5.41	22	49	29	21	49.4	27.9	152	21	49	29	91.4
6	49	0.00139	2.86	4.2	26	27	10	24.5	27.1	11.4	127	26	27	9	66
5	39	0.00586	2.23	4.24	22	37	45	23.7	36.8	44.1	72.5	22	36	45	47.3
4	36	0.00924	2.03	5.27	40	27	9	39.7	27.1	10.5	196	40	27	10	117
3	31	0.0203	1.69	5.28	53	32	33	53.3	32	33.1	141	54	31	33	84.1
2	31	0.0203	1.69	5.03	42	30	15	41.2	31.6	14.3	185	41	32	16	120
1	28	0.033	1.48	4.59	8	43	32	7.77	39.8	30	172	8	43	32	117
