Cluster Index	Z	x	y	z	
7	4.97	74	46	33
7	4.91	67	65	65
7	4.85	79	50	36
7	4.77	72	43	35
7	4.7	69	46	38
7	4.56	47	73	69
6	4.11	25	62	67
6	3.95	27	63	68
6	3.63	25	45	62
6	3.62	25	52	70
6	3.6	13	47	35
6	3.55	28	53	72
5	4.89	28	16	31
5	4.54	29	21	36
5	4.43	33	15	30
5	4.4	29	21	27
5	4.25	26	17	34
5	4.12	30	15	41
4	3.96	26	40	24
4	3.71	16	39	39
4	3.63	18	34	41
4	3.52	24	31	41
4	3.32	28	34	26
4	3.28	18	28	30
3	3.86	68	30	26
3	3.77	69	37	24
3	3.77	68	39	24
3	3.65	66	30	30
3	3.41	65	36	31
3	3.03	68	38	30
2	3.63	17	56	35
2	3.45	18	50	35
2	3.26	17	53	36
2	2.97	22	53	36
2	2.91	18	55	54
2	2.8	17	53	50
1	3.49	31	29	18
1	3.4	30	27	19
1	3.39	33	26	15
1	3.14	40	26	19
1	2.99	39	24	22
