Cluster Index	Z	x	y	z	
11	5.67	27	-75	30
11	5.61	33	-72	24
11	5.3	21	-66	45
11	4.67	30	-60	48
11	3.23	33	-57	42
10	4.61	-21	-96	-9
10	4.53	-33	-90	-12
10	3.84	-36	-99	-12
9	5.27	-24	-54	45
9	4.49	-33	-39	42
9	4.12	-33	-54	36
8	5.25	39	9	30
8	3.96	54	15	36
7	5.92	54	30	27
6	4.48	-42	6	33
6	4.45	-48	12	33
5	4.87	-30	-69	27
5	4.59	-24	-72	33
4	4.88	39	-3	48
4	3.41	51	6	45
3	4.12	39	-36	42
3	4.04	51	-33	45
3	3.89	36	-45	36
3	3.59	45	-39	51
2	4.28	6	-57	-6
2	3.67	-6	-63	0
2	3.33	-3	-57	0
1	5.54	54	-39	-15
