Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
11	237	2.66e-12	11.6	4.85	18	37	44	18	36.6	46.7	202	25	37	52	68.5
10	146	1.17e-08	7.93	5.24	48	31	44	48.7	31.3	42.8	183	48	29	45	75.6
9	108	6.56e-07	6.18	4.71	10	36	36	12	36.5	32.5	160	11	38	31	78.7
8	92	3.99e-06	5.4	4.48	42	29	40	41	24.5	41.4	123	39	21	42	64.5
7	92	3.99e-06	5.4	4.51	47	22	19	48.2	23.1	20.7	175	47	23	19	74.7
6	89	5.66e-06	5.25	3.96	31	45	45	31.2	44.7	46.4	125	28	40	52	61.3
5	69	6.72e-05	4.17	4.08	18	30	42	18.1	31.5	41	76.8	15	30	44	43.4
4	64	0.000129	3.89	4.48	20	14	23	23.3	15.4	21.6	105	27	16	21	64.9
3	48	0.00118	2.93	5.23	53	39	36	52.4	39.1	36.4	99	54	38	36	62
2	43	0.00248	2.6	4.47	37	45	50	34.6	48.3	47.9	161	34	51	48	73.6
1	26	0.0391	1.41	4.05	19	24	18	18.7	22.1	19.9	94.2	20	23	19	59
