Cluster Index	Z	x	y	z	
16	16.7	42	28	20
16	16.6	46	18	22
16	14.7	22	15	21
16	14.6	18	21	20
16	14.6	19	18	21
16	14.3	23	15	29
15	6.4	17	65	20
15	5.89	17	65	23
15	5.8	18	62	31
15	5.78	19	55	15
15	5.62	17	58	17
15	5.51	18	61	12
14	13.3	49	50	34
14	13.3	46	43	42
14	12.8	49	45	38
14	10.9	44	48	36
14	7.37	52	51	31
14	5.55	49	56	30
13	12.4	19	46	35
13	12.1	21	42	41
13	8.92	17	53	34
13	6.42	15	57	30
13	4.83	16	53	39
13	4.3	12	56	28
12	7.01	47	61	16
12	6.4	45	56	14
12	6.17	45	65	17
12	5.94	45	59	21
12	5.82	44	67	20
12	5.38	43	62	22
11	11.1	35	46	43
11	8.61	31	48	41
11	5.01	29	54	32
11	4.95	34	50	37
11	4.48	34	47	35
11	3.17	29	54	37
10	6.29	24	21	9
10	4.88	19	21	2
10	4.51	17	20	0
10	4.43	18	22	7
10	4.29	23	17	4
10	3.95	22	17	7
9	4.42	33	55	17
9	4.2	33	45	17
9	4.18	34	63	22
9	4.13	33	61	21
9	4.1	37	45	17
9	3.91	34	43	17
8	8.92	21	29	41
7	4.29	36	17	6
7	4.15	39	16	8
7	3.97	34	13	10
7	3.14	39	19	0
7	3.02	38	14	4
7	2.92	41	18	2
6	7.11	45	51	26
6	6.41	43	52	26
5	4.63	37	42	22
5	4.47	37	47	29
5	3.85	40	48	25
5	3	39	45	23
5	2.68	36	40	20
4	4.17	12	49	5
4	4.05	15	53	5
4	3.55	11	52	5
4	3.41	15	49	5
4	3.01	11	51	7
4	2.97	18	57	5
3	6.24	21	51	7
3	4.31	21	48	7
3	3.6	16	45	0
3	3.39	18	46	3
2	5.91	40	53	39
2	3.38	39	58	45
1	5.1	20	12	3
1	3.77	13	18	1
1	3.72	16	14	2
