Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
16	1535	9.78e-28	27	13.9	49	20	22	37.3	15.9	24.2	1.03e+03	49	20	22	178
15	799	2.65e-17	16.6	5.03	48	38	25	49.7	36.3	28	305	51	26	35	139
14	392	4.5e-10	9.35	5.31	31	49	47	30.5	52.9	46.2	443	28	53	48	139
13	361	1.95e-09	8.71	5.97	15	51	30	20.7	48.2	28.2	392	16	49	24	157
12	341	5.12e-09	8.29	5.49	44	57	9	43	60.7	9.6	1.19e+03	44	67	9	275
11	329	9.22e-09	8.04	4.6	26	63	12	20.4	60.2	9.76	1.08e+03	19	67	9	272
10	307	2.77e-08	7.56	8.05	15	24	17	17.2	25.4	20.2	522	19	30	17	197
9	234	1.31e-06	5.88	4.27	37	61	38	35.9	60	37.2	255	32	61	37	137
8	173	4.52e-05	4.35	5.17	11	32	27	12.9	32.3	26.5	264	11	33	27	154
7	125	0.000996	3	7.37	21	34	4	21.3	33.6	5.87	912	21	34	4	263
6	120	0.0014	2.85	5.16	49	45	43	49.4	49.7	40.7	328	49	46	43	101
5	115	0.00199	2.7	6.44	23	23	10	24.2	22.8	10.8	286	23	23	10	111
4	104	0.00435	2.36	5.65	16	45	41	15.9	46.4	41.3	407	16	46	42	162
3	99	0.00626	2.2	4.63	11	27	34	12.6	25.6	31.2	304	11	26	34	133
2	93	0.00977	2.01	4.48	50	49	15	46.7	49.7	16.2	214	43	53	15	116
1	87	0.0154	1.81	3.85	44	38	43	45.1	36.9	45	193	44	37	42	106
