Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
16	7380	0	81.7	16.7	42	28	20	33.2	19.9	26.8	557	42	28	19	79.1
15	689	1.67e-15	14.8	6.4	17	65	20	17.3	60.8	18.4	593	20	66	14	89.4
14	633	1.49e-14	13.8	13.3	49	50	34	46.9	49.1	35.9	284	47	46	38	74.9
13	541	6.34e-13	12.2	12.4	19	46	35	17.5	47.8	36.4	358	20	46	36	78.1
12	490	5.55e-12	11.3	7.01	47	61	16	44.8	61.1	17.6	596	44	64	15	88.4
11	374	1.05e-09	8.98	11.1	35	46	43	33.1	48.6	40.8	317	34	46	43	77
10	355	2.59e-09	8.59	6.29	24	21	9	19.7	19.7	4.68	123	23	26	1	43
9	177	3.54e-05	4.45	4.42	33	55	17	32.8	51.5	17.9	254	32	44	18	69.9
8	115	0.00199	2.7	8.92	21	29	41	19.3	28.4	40.7	157	20	29	41	64
7	112	0.00245	2.61	4.29	36	17	6	38.2	16.5	5.5	37.6	39	19	0	26.1
6	112	0.00245	2.61	7.11	45	51	26	44.4	51.8	26.4	137	45	51	27	59.9
5	102	0.00503	2.3	4.63	37	42	22	37.3	45.6	25	108	36	43	21	55.3
4	99	0.00626	2.2	4.17	12	49	5	13.3	51.7	5.26	66.8	12	53	9	31.5
3	89	0.0132	1.88	6.24	21	51	7	19.7	48.9	5.05	126	22	51	7	57.5
2	81	0.0244	1.61	5.91	40	53	39	39.6	53.7	40	124	40	53	39	50.9
1	74	0.0424	1.37	5.1	20	12	3	17.2	13.8	2.53	54.8	19	12	3	30.2
