Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
12	5163	0	60.5	7.3	55	35	26	41.5	36.7	35	830	31	17	41	148
11	793	2.65e-16	15.6	6.09	15	23	41	15.5	25.8	35.2	371	13	23	35	132
10	430	3.01e-10	9.52	5.9	26	20	16	23.5	22.4	17.6	389	24	28	23	124
9	381	2.57e-09	8.59	4.62	46	69	8	43.8	61.1	9.67	1.16e+03	45	65	8	505
8	336	2e-08	7.7	5.62	15	49	41	17.4	49.4	41.3	270	13	41	42	116
7	280	2.98e-07	6.53	4.48	21	54	11	20.3	59.9	10.2	1.35e+03	20	68	12	433
6	152	0.000307	3.51	5.18	38	19	16	39.3	19.2	15.8	159	40	20	14	101
5	131	0.00113	2.95	5.26	14	40	31	14.2	44.9	31.3	216	12	43	34	103
4	123	0.0019	2.72	4.8	50	28	14	49.2	26.6	15.1	249	47	20	19	134
3	90	0.018	1.74	3.91	19	48	24	22.9	47.4	24.4	250	24	47	24	150
2	89	0.0193	1.71	3.91	13	48	19	13.4	47.6	21.4	268	14	48	21	152
1	82	0.0321	1.49	4.31	48	45	13	48.1	47.5	14.7	237	49	45	12	120
