Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
14	1999	1.05e-31	31	8.47	30	13	31	32.2	18.5	34.6	999	32	17	40	212
13	1160	1.62e-21	20.8	7.32	52	31	29	50.4	28.8	34.8	484	48	25	44	149
12	524	6.1e-12	11.2	6.1	50	51	30	48.5	48.7	37.8	376	51	52	29	134
11	414	6e-10	9.22	5.15	46	54	13	44.3	60	10	1.22e+03	43	54	14	437
10	332	2.41e-08	7.62	5.05	43	63	34	43	62.5	31.6	307	42	64	34	129
9	332	2.41e-08	7.62	4.73	13	26	39	14	25.7	39.6	297	13	23	35	123
8	306	5.96e-08	7.22	5.36	35	53	46	33.6	55.2	43.1	594	34	54	47	146
7	279	2.98e-07	6.53	3.88	17	59	10	20.6	59.8	10.1	1.13e+03	20	68	12	439
6	230	3.76e-06	5.43	4.8	16	45	46	16.6	46.6	42.4	280	13	41	42	118
5	198	2.13e-05	4.67	5.45	15	23	17	22.2	20.6	16.5	270	16	23	18	104
4	112	0.00392	2.41	5.38	14	50	30	13.4	49.9	28.2	274	14	48	22	130
3	107	0.00549	2.26	4.84	15	32	26	14.1	30.5	26.6	346	14	32	26	175
2	93	0.0145	1.84	4.3	32	41	34	30.1	35.9	33.5	354	29	37	34	159
1	86	0.024	1.62	4.35	28	19	4	32.4	17.5	5.74	584	41	15	7	120
