Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
11	346	1.26e-08	7.9	4.17	40	12	15	27.9	14	14.3	974	17	15	13	163
10	198	2.13e-05	4.67	3.45	56	40	23	54.7	44	25.1	306	53	54	25	137
9	167	0.000125	3.9	3.58	43	51	24	34.4	49.1	23.9	259	35	45	24	156
8	121	0.00216	2.67	4.02	17	40	0	16.9	37.8	1.94	1.94e+03	15	39	1	557
7	112	0.00392	2.41	4	24	29	7	22.5	27.6	6.96	729	28	32	9	195
6	110	0.00448	2.35	3.68	33	56	33	32.8	57.2	33.1	263	31	58	35	118
5	105	0.0063	2.2	4.71	26	27	20	27.7	26.9	19	234	26	28	20	123
4	104	0.00674	2.17	3.77	29	30	36	29.2	28.3	35.5	209	32	30	34	130
3	98	0.0102	1.99	3.08	23	35	45	22.3	31.3	45.2	127	27	29	47	91
2	90	0.018	1.74	3.77	21	19	2	24	17.1	3.03	224	25	14	6	120
1	79	0.0401	1.4	3.59	28	35	41	30.5	34.9	41.5	160	31	36	42	98.6
