Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
14	768	1.3e-13	12.9	6.32	34	17	42	42.1	20	37.6	893	40	18	43	289
13	685	1.71e-12	11.8	6.13	18	15	22	21.9	18.2	17.8	873	17	24	19	213
12	641	6.97e-12	11.2	5.04	53	32	27	50	28.6	21.8	635	47	23	19	200
11	366	1.19e-07	6.92	4.8	12	31	27	13.3	28.3	28.3	429	15	24	32	205
10	330	4.77e-07	6.32	6.24	22	59	11	20.2	62.7	11.2	2.56e+03	20	69	15	766
9	289	2.56e-06	5.59	4.31	48	53	28	46.8	53.4	36.9	651	50	52	36	264
8	259	9.24e-06	5.03	7.63	46	14	21	42.1	12.4	22.8	866	40	12	23	279
7	258	9.66e-06	5.02	4.55	35	50	47	32.3	51.3	46.2	432	32	53	46	229
6	233	2.94e-05	4.53	5.25	27	17	45	18.4	23.2	43.2	712	18	24	45	245
5	216	6.42e-05	4.19	4.75	44	69	11	42.1	63.8	10.7	2.81e+03	44	68	11	733
4	207	9.79e-05	4.01	4.48	46	59	26	45.2	56.8	23.6	518	47	60	26	230
3	194	0.000182	3.74	4.81	15	51	29	16.4	52.8	27.4	543	13	50	32	249
2	109	0.0158	1.8	5.58	42	30	50	44.4	30.7	48	932	46	30	47	349
1	96	0.034	1.47	4.16	17	51	42	17.4	50.9	42.1	797	17	51	42	334
