Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)	COPE-MAX	COPE-MAX X (mm)	COPE-MAX Y (mm)	COPE-MAX Z (mm)	COPE-MEAN
9	130	5.96e-08	7.22	5.91	57	-39	-12	52.8	-38.7	1.75	323	57	-42	6	145
8	100	1.85e-06	5.73	6.4	21	-66	48	29.3	-65	49	326	36	-66	54	147
7	71	5.82e-05	4.23	4.86	-15	-96	-6	-23.9	-96.5	-7.3	275	-12	-99	-12	104
6	57	0.000365	3.44	4.49	-3	-81	-15	-4.13	-83	-21.9	219	9	-87	-18	94.3
5	50	0.000965	3.02	5.64	45	3	54	43.7	2.79	53	242	42	6	57	112
4	40	0.0042	2.38	5.07	-36	-36	3	-40.9	-44.7	-3.47	145	-45	-51	-9	81.8
3	39	0.0049	2.31	5.27	-30	-72	30	-28	-70.8	31	156	-30	-72	30	96.9
2	38	0.00572	2.24	4.36	3	-15	15	1.05	-15.8	13.2	279	3	-15	15	155
1	33	0.0126	1.9	4.95	33	-75	27	31.4	-73.4	27.7	164	30	-75	27	95
