Cluster Index	Z	x	y	z	
6	6.52	40	63	61
6	6.04	36	54	70
6	5.81	51	61	72
6	5.55	30	52	63
6	5.53	51	57	73
6	5.46	49	62	68
5	5.53	57	39	26
5	4.87	49	34	28
5	4.59	55	16	31
5	3.7	66	29	30
5	3.64	66	38	27
5	3.43	67	37	20
4	3.44	36	53	38
4	3.29	33	66	38
4	3.21	40	56	36
4	3.2	43	47	31
4	3.19	43	48	27
4	3.15	39	55	32
3	5	32	13	42
3	4.52	32	19	40
3	4.48	32	21	37
3	4.4	42	12	36
3	2.86	33	21	31
3	2.74	32	18	46
2	4.21	65	44	56
2	4.14	71	44	48
2	4.04	78	43	51
2	3.26	66	41	49
2	2.37	72	47	58
1	4.31	59	21	42
1	3.72	56	15	43
1	3.07	64	29	38
1	2.99	60	30	41
1	2.83	61	29	39
1	2.74	69	30	40
