Cluster Index	Z	x	y	z	
6	5.99	39	63	61
6	5.7	51	61	72
6	5.55	50	63	64
6	5.54	28	48	64
6	5.22	31	52	70
6	5.13	36	54	71
5	4.37	77	68	42
5	4.29	20	65	38
5	4.2	33	65	39
5	4.19	23	62	41
5	4.09	41	56	36
5	4.05	62	77	38
4	6.26	42	12	36
4	6.26	32	13	42
4	5.4	58	14	42
4	5.37	61	16	43
4	4.52	36	15	54
4	4.44	40	17	61
3	7.22	57	14	30
3	5.11	57	39	27
3	4.18	66	17	30
3	4.14	65	40	22
3	3.69	49	34	30
3	3.58	65	29	30
2	5.1	71	43	47
2	4.5	77	43	51
2	4.16	56	33	52
2	4.13	69	36	39
2	3.79	64	43	55
2	3.76	79	40	40
1	4.93	70	61	60
1	4.7	72	64	57
1	4.04	65	57	64
1	3.31	62	60	58
