Cluster Index	Z	x	y	z	
16	8.21	30	-60	-6
16	7.86	27	-66	-6
16	7.01	24	-48	-9
16	6.27	33	-42	-9
16	5.95	30	-51	-21
16	4.95	24	-39	-18
15	8.3	-30	-57	-9
15	5.09	-45	-57	-12
15	5.07	-48	-51	-12
15	4.47	-45	-72	-9
15	4.4	-42	-60	-3
14	5.16	39	-75	9
14	4.57	36	-81	15
14	4.27	42	-84	12
14	3.76	33	-75	21
13	5.77	48	-75	-12
13	5.69	45	-66	-9
13	4.68	48	-57	-9
13	3.94	51	-54	-18
12	4.66	39	-6	0
12	4.48	48	-18	0
12	4.32	33	0	3
12	4.27	42	-9	-6
12	4.1	30	-9	6
12	3.9	33	0	12
11	5.31	-21	-69	45
10	4.87	0	15	33
10	4.77	0	9	33
9	4.23	-42	-15	-3
9	3.91	-39	-9	-3
9	3.84	-30	-6	0
9	3.58	-42	6	-3
8	4.23	9	-48	36
7	4.26	-3	-96	-6
7	4.12	-12	-105	3
7	3.78	-3	-99	3
7	3.58	0	-90	-6
6	4.49	-18	63	-12
6	4.36	-6	66	-9
6	4.13	-30	60	-9
5	4.36	51	-27	27
5	4.11	60	-24	30
4	4.79	18	63	15
3	4.67	-30	-33	-24
3	3.59	-30	-42	-24
2	4.76	-51	-15	18
2	3.3	-54	-18	27
1	3.93	-57	-36	39
1	3.87	-51	-30	39
