Cluster Index	Z	x	y	z	
9	6.37	29	41	53
9	6.19	20	26	48
9	5.93	27	15	19
9	5.69	30	17	21
9	5.64	12	37	35
9	5.63	29	10	24
8	5.64	32	37	31
8	5.6	33	41	30
8	5.41	31	30	27
8	5.41	32	28	26
8	5	32	29	29
8	4.94	33	35	35
7	5.43	32	49	41
7	4.16	32	42	42
7	4.14	32	44	43
7	3.98	33	54	36
7	3.95	34	56	34
7	3.68	33	56	36
6	5.12	49	38	37
6	4.78	49	36	41
6	4.24	48	34	44
6	4.02	47	32	45
6	3.72	46	35	41
6	3.61	43	32	44
5	4.85	43	51	23
5	4.61	46	51	24
5	4.08	42	54	26
5	3.93	48	46	25
5	3.62	44	53	28
5	3.47	50	49	25
4	4	46	60	30
4	3.88	46	60	33
4	3.82	45	62	28
4	3.36	41	64	23
4	3.07	46	56	33
4	3.05	47	55	36
3	4.37	17	24	6
3	3.86	22	21	7
3	3.7	28	21	11
3	3.23	21	24	6
3	2.92	29	18	10
3	2.75	29	23	8
2	4.82	31	47	20
2	4.23	31	42	22
2	4.04	32	39	21
2	2.59	34	37	19
1	4.42	21	51	29
1	3.29	19	52	22
1	3.22	19	49	25
1	3.14	17	49	26
1	3.11	17	51	24
1	3.1	17	49	29
