Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
13	464	7.78e-12	11.1	4.08	15	27	39	16.5	24.1	40.1	420	19	24	45	134
12	449	1.54e-11	10.8	4.37	34	57	45	41.1	49.8	42.5	374	32	60	40	141
11	440	2.32e-11	10.6	4.9	31	29	37	31.8	27.5	35.2	497	32	28	32	205
10	345	2.2e-09	8.66	4.35	22	47	43	21.9	47	41.8	290	18	45	35	126
9	254	2.38e-07	6.62	3.63	48	21	39	46.9	25.5	41.7	470	45	22	44	164
8	253	2.98e-07	6.53	4.73	24	59	25	30.9	59.2	28.8	491	32	65	30	198
7	252	2.98e-07	6.53	3.99	24	46	22	30.3	44.2	26.2	355	25	44	21	164
6	191	9.95e-06	5	3.59	55	29	25	51.3	31.7	25.3	254	55	33	28	120
5	139	0.000277	3.56	4.49	47	20	17	46.5	19.9	13	374	46	19	6	112
4	104	0.00329	2.48	3.58	32	15	20	34.1	15.6	17.5	173	36	15	20	85.1
3	85	0.0141	1.85	3.53	12	30	23	10.2	30.2	23.8	134	12	27	21	66.7
2	78	0.0247	1.61	3.82	21	62	22	16.9	58.5	26.4	223	21	62	22	155
1	76	0.0291	1.54	3.62	24	37	21	24.5	33.5	21.6	349	27	33	21	148
