Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
13	990	8e-21	20.1	5.07	56	35	26	49.3	28.4	33.3	529	44	22	44	167
12	875	4.94e-19	18.3	4.59	16	27	40	14.2	26.9	32.7	364	16	26	43	109
11	283	5.96e-08	7.22	4.72	44	61	17	43.2	65.2	12.6	2.31e+03	43	68	8	830
10	259	1.79e-07	6.75	4.41	46	46	45	48.2	45.2	41.8	384	45	46	45	143
9	247	3.58e-07	6.45	5.07	43	32	46	41	35.6	48.7	326	44	36	49	117
8	157	8.4e-05	4.08	3.73	49	52	33	47.7	52.5	32.7	268	49	51	34	160
7	120	0.00103	2.99	4.66	23	69	8	21.5	66.6	7.64	1.97e+03	19	68	8	832
6	104	0.00329	2.48	5.75	22	51	13	21.3	52.8	11.6	1.77e+03	21	55	12	665
5	103	0.00355	2.45	3.54	23	46	44	21.1	46.6	44.8	247	19	45	46	116
4	94	0.00701	2.15	4.96	18	61	17	18.5	61.9	16.3	1.8e+03	21	62	14	585
3	81	0.0194	1.71	3.97	26	34	22	29.5	29	20.2	366	31	31	19	169
2	77	0.0268	1.57	4.55	42	55	12	41.7	53.6	11.7	1.47e+03	42	57	11	586
1	70	0.0476	1.32	3.68	15	54	38	15.3	53.3	35.7	198	14	51	30	138
