Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
19	1697	0	46.6	7.46	38	23	43	33.5	24.6	42.6	543	39	19	43	99.9
18	595	4.09e-23	22.4	7.77	43	14	26	46	20.4	23.2	195	44	14	25	66.8
17	576	1.33e-22	21.9	5.93	18	53	37	18.3	49.7	38.6	229	16	50	41	74.8
16	502	1.52e-20	19.8	8.66	18	16	23	23.3	15.7	21	203	18	16	22	58.3
15	300	2.53e-14	13.6	5.55	20	65	28	17.9	60.9	25.5	226	21	64	31	84.2
14	297	3.2e-14	13.5	6.31	42	49	46	44.7	47.3	43.1	186	46	45	45	75.6
13	228	8.79e-12	11.1	6.43	46	55	36	46.2	57	31.9	182	47	58	35	84.9
12	205	6.46e-11	10.2	5.91	16	25	19	15	28	21.1	189	16	25	19	59.6
11	171	1.42e-09	8.85	4.96	30	56	35	31.6	55	39	178	32	57	40	87.3
10	89	6.91e-06	5.16	5.56	24	47	48	24.3	47.3	47.3	144	24	50	47	60.3
9	88	7.75e-06	5.11	6.15	34	18	16	35.2	18.4	17.2	67.3	36	18	16	42.7
8	76	3.28e-05	4.48	4.99	42	67	28	42.1	65.6	27.9	196	42	66	28	93.8
7	73	4.75e-05	4.32	5.03	46	25	15	44.4	23.7	16	68.8	43	24	16	47.1
6	41	0.00369	2.43	5.95	15	26	30	15.5	26.9	30.6	101	16	26	31	53.4
5	36	0.00795	2.1	6.3	21	52	26	21.3	51.7	25.4	128	21	52	26	70.3
4	34	0.0109	1.96	5.94	16	17	29	16.2	17.7	29.1	62.5	17	16	29	40.4
3	30	0.0209	1.68	5.66	29	34	34	28.5	34.2	33.3	79.7	26	33	33	49.5
2	29	0.0247	1.61	4.75	44	51	25	43.9	51.1	25.3	77.1	44	50	26	60.1
1	25	0.0489	1.31	4.56	46	20	6	44.9	21.4	6.39	38	46	20	6	26.4
