Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
10	166	2.28e-09	8.64	7.47	11	48	18	9.27	43.3	20.5	140	11	48	18	70.3
9	87	8.76e-06	5.06	5.68	37	16	8	38.1	16.3	8.18	92	33	21	5	47
8	72	5.38e-05	4.27	6.6	14	59	21	12.9	57.2	23.8	148	14	59	21	77.4
7	46	0.00176	2.75	4.75	30	38	33	28.8	36.7	33.3	104	30	38	33	77.7
6	41	0.00369	2.43	4.64	53	49	28	53.9	49.8	28.7	332	54	50	28	173
5	40	0.00429	2.37	5.08	26	32	13	28.7	32	13.1	109	31	33	13	71.7
4	39	0.005	2.3	5.23	56	36	30	56	37	28	81.1	56	37	29	55.2
3	39	0.005	2.3	6.23	10	49	31	9.49	46.9	32	265	9	47	31	112
2	30	0.0209	1.68	4.21	43	29	29	41.5	28.4	30.4	89.5	40	30	32	60.5
1	28	0.0293	1.53	6.82	51	60	23	50.6	59.2	22.4	213	51	59	23	114
