Cluster Index	Z	x	y	z	
10	4.56	18	25	22
10	4.15	22	16	22
10	4.02	18	18	21
10	3.95	27	12	22
10	3.93	31	24	26
10	3.74	23	24	27
9	4.3	20	27	41
9	3.82	23	22	39
9	3.81	23	21	42
9	3.52	30	17	41
9	3.46	21	31	41
9	3.4	29	18	44
8	4.68	29	19	12
8	4.26	30	18	20
8	3.71	32	19	16
8	3.66	35	20	21
8	3.53	37	18	21
8	3.4	43	14	21
7	4.69	35	47	43
7	4.05	35	45	45
7	4	30	47	45
7	3.38	35	50	42
7	3.13	29	42	45
6	4.63	43	26	40
6	4.21	42	29	39
6	3.86	41	36	37
6	2.96	41	31	33
5	3.48	17	34	44
5	3.46	19	35	45
5	3.03	16	36	46
5	2.8	22	36	48
5	2.63	19	38	43
5	2.61	19	34	40
4	3.59	44	16	34
4	3.59	43	18	34
4	3.08	42	21	34
4	2.48	39	20	37
3	4.75	45	54	35
3	3.07	49	53	39
2	3.42	40	20	45
2	3.22	39	20	41
2	3.12	36	18	46
1	4.97	43	43	43
1	3.36	46	43	47
