Cluster Index	Z	x	y	z	
9	4.86	23	42	43
9	4.4	27	44	48
9	4.31	34	46	45
9	4.29	39	46	50
9	4.25	30	48	44
9	3.93	37	43	49
8	4.65	45	55	35
8	4.25	47	47	37
8	4.24	42	57	22
8	4.21	48	57	31
8	4.02	51	55	33
8	3.83	48	53	32
7	5.27	47	20	34
7	5.02	50	20	33
7	4.7	43	20	40
7	4.47	46	20	43
7	4.12	44	17	41
7	3.94	43	26	40
6	4.6	14	30	38
6	3.7	21	17	34
6	3.63	20	27	41
6	3.54	22	27	38
6	3.37	22	19	40
6	3.15	25	23	37
5	4.78	36	15	24
5	3.96	38	18	19
5	3.93	42	14	23
5	3.83	35	11	24
5	3.57	48	17	22
5	3.52	37	16	21
4	3.81	30	18	19
4	3.72	33	20	17
4	3.69	28	19	14
4	3.64	32	27	22
4	3.52	30	20	16
4	3.4	36	25	20
3	4.06	16	44	39
3	3.6	19	50	37
3	3.5	17	44	36
3	3.48	18	49	35
3	2.81	13	49	38
3	2.79	18	51	32
2	4.02	20	13	22
2	3.63	26	12	27
2	3.54	27	12	21
2	3.52	30	11	26
2	3.52	22	15	22
2	3.24	26	9	26
1	3.69	34	25	44
1	3.66	32	28	45
1	2.68	32	21	47
