Cluster Index	Z	x	y	z	
9	6.14	11	41	40
9	6.04	11	39	40
9	5.47	17	39	48
9	5.24	16	39	40
9	4.89	11	46	30
9	4.85	11	43	36
8	5.41	12	29	43
8	5.21	23	21	43
8	4.71	25	21	49
8	4.21	19	23	46
8	3.68	19	25	44
8	3.28	20	26	41
7	5.05	51	42	36
7	4.88	50	42	39
7	4.7	53	42	39
7	4.69	46	41	37
7	4.24	47	38	38
7	4.19	54	44	30
6	5.09	28	43	52
6	4.6	31	49	49
6	4.35	25	45	49
6	4.22	32	42	48
6	3.68	29	43	48
6	3.57	33	46	44
5	4.2	48	28	18
5	4.1	42	23	15
5	3.89	45	24	18
5	3.79	37	24	20
5	3.58	47	32	20
5	3.24	41	25	16
4	4.85	16	57	35
4	4.73	16	55	33
4	3.47	19	55	42
4	3.38	20	60	38
4	2.86	13	51	36
4	2.82	13	49	36
3	3.91	15	22	16
3	3.52	14	24	21
3	3.1	17	27	17
3	2.99	18	26	24
3	2.94	20	16	18
3	2.93	17	28	23
2	3.92	34	34	26
2	3.67	31	34	26
2	3.48	31	39	30
2	3.3	35	40	26
2	3.28	26	42	27
2	3.15	33	38	30
1	4.09	14	46	26
1	3.25	16	44	27
1	3.2	14	50	22
1	2.75	13	45	22
1	2.56	14	51	26
