Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
10	1485	4.26e-22	21.4	6.31	34	44	52	26.5	41.7	46	979	18	37	48	249
9	390	5.96e-08	7.22	4.77	35	38	28	31.3	36.6	26	849	27	32	21	266
8	350	1.79e-07	6.75	4.26	36	15	22	40.8	19.2	20.2	560	37	16	21	247
7	346	1.79e-07	6.75	4.93	20	27	41	20.9	24.5	41	715	22	21	43	270
6	266	5.42e-06	5.27	3.82	21	17	22	21.7	15.9	21.8	721	19	17	23	306
5	212	6.12e-05	4.21	4.15	23	57	33	18.9	56.1	34.7	385	21	60	36	208
4	152	0.00117	2.93	6.57	42	63	35	41.8	61.5	34.8	566	42	62	34	256
3	128	0.00424	2.37	4.81	10	45	37	15.2	45.2	37	692	12	45	37	271
2	125	0.00501	2.3	4.92	45	54	32	45.5	54.7	33.6	512	45	54	33	254
1	91	0.0361	1.44	3.8	42	26	38	42.3	23.9	41.8	499	44	24	44	228
