Cluster Index	Z	x	y	z	
12	3.64	31	11	35
12	3.62	40	12	26
12	3.62	50	31	19
12	3.58	38	10	32
12	3.55	42	10	24
12	3.53	50	33	17
11	4.86	43	21	34
11	3.79	42	27	40
11	3.61	40	25	42
11	3.59	39	23	42
11	3.39	42	18	38
11	3.39	42	30	40
10	4.4	23	14	29
10	4.09	26	12	29
10	4.05	26	10	27
10	3.7	25	12	24
10	3.19	19	13	27
10	3.07	21	13	25
9	4.45	21	31	41
9	4.13	23	27	43
9	4.06	24	27	41
9	3.49	27	32	38
9	3.48	22	24	49
9	3.29	24	30	39
8	4.2	15	20	23
8	3.89	17	25	23
8	3.46	21	25	20
8	2.82	15	22	28
8	2.8	12	20	29
7	3.68	31	45	38
7	3.64	27	51	37
7	3.55	33	45	43
7	3.3	27	42	43
7	3.2	31	52	36
7	3.13	32	40	38
6	4.33	20	50	35
6	4.09	15	48	36
6	3.31	14	46	39
6	3	15	42	42
6	2.79	11	46	33
5	4.04	45	46	35
5	3.6	47	49	36
5	3	50	49	38
5	2.74	42	43	36
5	2.64	44	48	40
5	2.43	42	49	34
4	3.82	22	20	34
4	3.02	25	16	35
4	2.68	20	22	38
4	2.66	25	22	38
3	3.21	12	32	32
3	3.04	11	30	35
3	2.85	17	33	35
3	2.67	17	34	32
3	2.44	10	34	34
2	3.9	45	43	41
2	2.62	43	44	47
1	3.23	14	48	24
1	3.07	17	50	25
1	3.07	11	49	23
1	3.01	16	49	22
1	2.89	21	49	29
1	2.8	18	50	23
