Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
10	1110	4.95e-21	20.3	5.6	45	47	36	45.7	49.6	37.5	605	43	44	47	157
9	969	4.53e-19	18.3	5.01	35	21	18	36.3	22.8	19.7	669	32	19	26	155
8	966	5e-19	18.3	5.34	16	47	36	24.3	44.8	40.9	398	17	46	36	139
7	825	5.77e-17	16.2	5.35	39	23	41	43.4	24.1	40.1	506	44	22	44	150
6	529	3.37e-12	11.5	5.86	24	26	40	20.7	26.4	40.7	351	20	25	44	117
5	462	5.26e-11	10.3	4.61	21	28	19	21.4	27.5	17.7	875	32	29	14	121
4	160	0.000133	3.88	4.98	50	32	20	51.5	30.7	23.3	250	51	29	28	121
3	152	0.000215	3.67	4.57	22	20	9	21.8	20	9.05	120	23	20	9	76.2
2	131	0.000794	3.1	4.44	25	12	23	24.3	12.8	22.8	233	25	12	22	133
1	127	0.00103	2.99	4.17	15	55	31	16.2	58	28.6	247	16	60	27	134
